<PWAVE-TN336_BB31-35--639>
<PWAVE SAMPLE POINT>
Depth In Core=-63.90
Depth In Section=0.00
SBD=0.00
Core ID=TN336_BB31-35
Section Number=cal
Section Length=63.90
Comments=Core TN336_BB31-35 logged at 14:29:14 on 01-24-2016
TOT=97.87
TX Level (Volts)=180
P-Wave Amp Gain=270.22
Delay=80.00
Gate=52.00
Date=1/24/2016
Time=14:31:26
</PWAVE SAMPLE POINT>
<PWAVE DATA>
Time (탎),Voltage (mV)
0.00,0.009
0.08,0.009
0.16,0.010
0.24,0.010
0.32,0.010
0.40,0.014
0.48,0.007
0.56,0.041
0.64,0.015
0.72,-0.012
0.80,-0.012
0.88,0.011
0.96,0.011
1.04,0.000
1.12,-0.018
1.20,-0.060
1.28,-0.163
1.36,-0.326
1.44,-0.531
1.52,-0.779
1.60,-1.030
1.68,-1.247
1.76,-1.405
1.84,-1.502
1.92,-1.530
2.00,-1.488
2.08,-1.418
2.16,-1.301
2.24,-1.124
2.32,-0.939
2.40,-0.747
2.48,-0.557
2.56,-0.407
2.64,-0.276
2.72,-0.187
2.80,-0.132
2.88,-0.097
2.96,-0.076
3.04,-0.062
3.12,-0.052
3.20,-0.046
3.28,-0.031
3.36,-0.004
3.44,0.039
3.52,0.104
3.60,0.188
3.68,0.278
3.76,0.366
3.84,0.440
3.92,0.495
4.00,0.542
4.08,0.588
4.16,0.627
4.24,0.657
4.32,0.681
4.40,0.697
4.48,0.705
4.56,0.707
4.64,0.703
4.72,0.694
4.80,0.682
4.88,0.665
4.96,0.647
5.04,0.627
5.12,0.607
5.20,0.585
5.28,0.562
5.36,0.537
5.44,0.513
5.52,0.488
5.60,0.465
5.68,0.444
5.76,0.421
5.84,0.397
5.92,0.376
6.00,0.355
6.08,0.334
6.16,0.313
6.24,0.294
6.32,0.276
6.40,0.261
6.48,0.244
6.56,0.228
6.64,0.214
6.72,0.201
6.80,0.191
6.88,0.178
6.96,0.170
7.04,0.157
7.12,0.148
7.20,0.138
7.28,0.130
7.36,0.122
7.44,0.113
7.52,0.105
7.60,0.098
7.68,0.090
7.76,0.084
7.84,0.078
7.92,0.073
8.00,0.066
8.08,0.062
8.16,0.057
8.24,0.052
8.32,0.047
8.40,0.043
8.48,0.039
8.56,0.036
8.64,0.032
8.72,0.030
8.80,0.026
8.88,0.023
8.96,0.021
9.04,0.018
9.12,0.016
9.20,0.014
9.28,0.011
9.36,0.009
9.44,0.008
9.52,0.006
9.60,0.005
9.68,0.003
