<PWAVE-TN336_BB7-07--639>
<PWAVE SAMPLE POINT>
Depth In Core=-63.90
Depth In Section=0.00
SBD=0.00
Core ID=TN336_BB7-07
Section Number=cal
Section Length=63.90
Comments=Core TN336_BB7-07 logged at 13:56:22 on 01-20-2016
TOT=97.29
TX Level (Volts)=164
P-Wave Amp Gain=270.22
Delay=80.00
Gate=52.00
Date=1/20/2016
Time=13:59:55
</PWAVE SAMPLE POINT>
<PWAVE DATA>
Time (탎),Voltage (mV)
0.00,0.011
0.08,0.011
0.16,0.011
0.24,0.011
0.32,0.011
0.40,0.015
0.48,0.008
0.56,0.042
0.64,0.018
0.72,-0.017
0.80,-0.022
0.88,0.010
0.96,0.012
1.04,0.004
1.12,-0.012
1.20,-0.055
1.28,-0.156
1.36,-0.314
1.44,-0.504
1.52,-0.718
1.60,-0.919
1.68,-1.082
1.76,-1.190
1.84,-1.243
1.92,-1.239
2.00,-1.178
2.08,-1.101
2.16,-0.989
2.24,-0.835
2.32,-0.676
2.40,-0.521
2.48,-0.378
2.56,-0.264
2.64,-0.192
2.72,-0.163
2.80,-0.192
2.88,-0.285
2.96,-0.421
3.04,-0.551
3.12,-0.668
3.20,-0.736
3.28,-0.757
3.36,-0.725
3.44,-0.656
3.52,-0.551
3.60,-0.432
3.68,-0.299
3.76,-0.173
3.84,-0.053
3.92,0.095
4.00,0.304
4.08,0.452
4.16,0.550
4.24,0.629
4.32,0.702
4.40,0.760
4.48,0.802
4.56,0.831
4.64,0.847
4.72,0.853
4.80,0.850
4.88,0.839
4.96,0.821
5.04,0.800
5.12,0.775
5.20,0.749
5.28,0.723
5.36,0.694
5.44,0.665
5.52,0.636
5.60,0.608
5.68,0.581
5.76,0.553
5.84,0.526
5.92,0.497
6.00,0.473
6.08,0.449
6.16,0.426
6.24,0.401
6.32,0.379
6.40,0.358
6.48,0.336
6.56,0.316
6.64,0.297
6.72,0.280
6.80,0.263
6.88,0.248
6.96,0.231
7.04,0.217
7.12,0.205
7.20,0.193
7.28,0.182
7.36,0.171
7.44,0.160
7.52,0.149
7.60,0.139
7.68,0.131
7.76,0.121
7.84,0.113
7.92,0.103
8.00,0.096
8.08,0.089
8.16,0.081
8.24,0.076
8.32,0.070
8.40,0.064
8.48,0.059
8.56,0.053
8.64,0.049
8.72,0.044
8.80,0.040
8.88,0.036
8.96,0.033
9.04,0.029
9.12,0.027
9.20,0.024
9.28,0.020
9.36,0.018
9.44,0.016
9.52,0.013
9.60,0.011
9.68,0.008
9.76,0.007
9.84,0.004
9.92,0.003
10.00,0.001
10.08,-0.001
10.16,-0.004
10.24,-0.006
10.32,-0.008
10.40,-0.009
10.48,-0.011
10.56,-0.011
10.64,-0.013
10.72,-0.014
10.80,-0.015
10.88,-0.016
10.96,-0.017
11.04,-0.018
11.12,-0.018
11.20,-0.019
11.28,-0.020
11.36,-0.020
11.44,-0.020
11.52,-0.021
11.60,-0.022
11.68,-0.021
11.76,-0.021
11.84,-0.022
11.92,-0.022
12.00,-0.022
12.08,-0.022
12.16,-0.022
12.24,-0.023
12.32,-0.022
12.40,-0.023
12.48,-0.023
12.56,-0.023
12.64,-0.023
12.72,-0.024
12.80,-0.024
12.88,-0.024
12.96,-0.024
13.04,-0.025
13.12,-0.024
13.20,-0.023
13.28,-0.024
13.36,-0.023
13.44,-0.023
13.52,-0.022
13.60,-0.022
13.68,-0.022
13.76,-0.022
13.84,-0.022
13.92,-0.021
14.00,-0.021
14.08,-0.021
14.16,-0.021
14.24,-0.021
14.32,-0.020
14.40,-0.021
14.48,-0.019
14.56,-0.022
14.64,-0.020
14.72,-0.020
14.80,-0.021
14.88,-0.020
14.96,-0.021
15.04,-0.021
15.12,-0.021
15.20,-0.020
15.28,-0.019
15.36,-0.021
15.44,-0.020
15.52,-0.020
15.60,-0.019
15.68,-0.019
15.76,-0.018
15.84,-0.019
15.92,-0.019
16.00,-0.019
16.08,-0.017
16.16,-0.018
16.24,-0.017
16.32,-0.016
16.40,-0.017
16.48,-0.016
16.56,-0.015
16.64,-0.016
16.72,-0.015
16.80,-0.017
16.88,-0.015
16.96,-0.015
17.04,-0.015
17.12,-0.014
17.20,-0.014
17.28,-0.014
17.36,-0.014
17.44,-0.015
17.52,-0.015
17.60,-0.013
17.68,-0.013
17.76,-0.013
17.84,-0.012
17.92,-0.012
18.00,-0.011
18.08,-0.012
18.16,-0.011
18.24,-0.010
18.32,-0.012
18.40,-0.009
18.48,-0.011
18.56,-0.010
18.64,-0.009
18.72,-0.011
18.80,-0.009
18.88,-0.010
18.96,-0.010
19.04,-0.009
19.12,-0.010
19.20,-0.010
19.28,-0.009
19.36,-0.009
19.44,-0.009
19.52,-0.008
19.60,-0.008
19.68,-0.008
19.76,-0.007
19.84,-0.007
19.92,-0.007
20.00,-0.007
20.08,-0.007
20.16,-0.006
20.24,-0.008
20.32,-0.007
20.40,-0.007
20.48,-0.006
20.56,-0.007
20.64,-0.005
20.72,-0.006
20.80,-0.006
20.88,-0.004
20.96,-0.006
21.04,-0.006
21.12,-0.005
21.20,-0.004
21.28,-0.003
21.36,-0.003
21.44,-0.003
21.52,-0.003
21.60,-0.004
21.68,-0.003
21.76,-0.003
21.84,-0.003
21.92,-0.002
22.00,-0.002
22.08,-0.002
22.16,-0.001
22.24,-0.001
22.32,-0.002
22.40,-0.002
22.48,-0.003
22.56,-0.002
22.64,-0.001
22.72,-0.001
22.80,-0.001
22.88,-0.002
22.96,-0.002
23.04,-0.001
23.12,-0.001
23.20,0.000
23.28,0.000
23.36,0.000
23.44,0.001
23.52,0.001
23.60,0.000
23.68,0.001
23.76,0.001
23.84,-0.001
23.92,0.001
24.00,0.001
24.08,0.001
24.16,0.002
24.24,0.001
24.32,-0.001
24.40,0.000
24.48,-0.001
24.56,0.000
24.64,0.001
24.72,-0.001
24.80,0.001
24.88,0.001
24.96,0.001
25.04,0.002
25.12,0.002
25.20,0.001
25.28,0.002
25.36,0.001
25.44,0.002
25.52,0.002
25.60,0.002
25.68,0.003
25.76,0.001
25.84,0.003
25.92,0.002
26.00,0.002
26.08,0.003
26.16,0.002
26.24,0.003
26.32,0.003
26.40,0.003
26.48,0.003
26.56,0.004
26.64,0.003
26.72,0.002
26.80,0.003
26.88,0.001
26.96,0.002
27.04,0.001
27.12,0.003
27.20,0.002
27.28,0.003
27.36,0.002
27.44,0.002
27.52,0.002
27.60,0.003
27.68,0.003
27.76,0.004
27.84,0.005
27.92,0.005
28.00,0.002
28.08,0.004
28.16,0.004
28.24,0.003
28.32,0.004
28.40,0.004
28.48,0.004
28.56,0.004
28.64,0.004
28.72,0.004
28.80,0.005
28.88,0.005
28.96,0.005
29.04,0.005
29.12,0.005
29.20,0.006
29.28,0.005
29.36,0.005
29.44,0.005
29.52,0.005
29.60,0.005
29.68,0.006
29.76,0.006
29.84,0.006
29.92,0.007
30.00,0.006
30.08,0.006
30.16,0.006
30.24,0.006
30.32,0.007
30.40,0.006
30.48,0.006
30.56,0.006
30.64,0.006
30.72,0.007
30.80,0.005
30.88,0.006
30.96,0.005
31.04,0.006
31.12,0.006
31.20,0.006
31.28,0.006
31.36,0.007
31.44,0.007
31.52,0.007
31.60,0.006
31.68,0.007
31.76,0.007
31.84,0.007
31.92,0.007
32.00,0.007
32.08,0.006
32.16,0.007
32.24,0.007
32.32,0.006
32.40,0.006
32.48,0.005
32.56,0.005
32.64,0.005
32.72,0.005
32.80,0.006
32.88,0.005
32.96,0.005
33.04,0.005
33.12,0.006
33.20,0.006
33.28,0.006
33.36,0.007
33.44,0.006
33.52,0.007
33.60,0.007
33.68,0.007
33.76,0.008
33.84,0.007
33.92,0.008
34.00,0.007
34.08,0.008
34.16,0.007
34.24,0.007
34.32,0.006
34.40,0.007
34.48,0.007
34.56,0.008
34.64,0.007
34.72,0.007
34.80,0.008
34.88,0.008
34.96,0.008
35.04,0.008
35.12,0.008
35.20,0.008
35.28,0.008
35.36,0.008
35.44,0.008
35.52,0.007
35.60,0.008
35.68,0.008
35.76,0.007
35.84,0.008
35.92,0.007
36.00,0.007
36.08,0.007
36.16,0.007
36.24,0.007
36.32,0.009
36.40,0.008
36.48,0.007
36.56,0.009
36.64,0.008
36.72,0.009
36.80,0.008
36.88,0.009
36.96,0.009
37.04,0.009
37.12,0.008
37.20,0.009
37.28,0.008
37.36,0.009
37.44,0.008
37.52,0.007
37.60,0.008
37.68,0.007
37.76,0.007
37.84,0.007
37.92,0.008
38.00,0.008
38.08,0.008
38.16,0.007
38.24,0.008
38.32,0.008
38.40,0.008
38.48,0.008
38.56,0.009
38.64,0.008
38.72,0.008
38.80,0.007
38.88,0.008
38.96,0.008
39.04,0.007
39.12,0.007
39.20,0.008
39.28,0.008
39.36,0.009
39.44,0.008
39.52,0.007
39.60,0.008
39.68,0.007
39.76,0.008
39.84,0.008
39.92,0.009
40.00,0.008
40.08,0.008
40.16,0.009
40.24,0.010
40.32,0.010
40.40,0.010
40.48,0.011
40.56,0.011
40.64,0.010
40.72,0.009
40.80,0.010
40.88,0.010
40.96,0.010
41.04,0.010
41.12,0.010
41.20,0.010
41.28,0.009
41.36,0.010
41.44,0.010
41.52,0.011
41.60,0.011
41.68,0.011
41.76,0.010
41.84,0.011
41.92,0.011
42.00,0.011
42.08,0.011
42.16,0.010
42.24,0.011
42.32,0.010
42.40,0.011
42.48,0.011
42.56,0.011
42.64,0.011
42.72,0.011
42.80,0.011
42.88,0.011
42.96,0.010
43.04,0.011
43.12,0.011
43.20,0.012
43.28,0.012
43.36,0.010
43.44,0.011
43.52,0.010
43.60,0.010
43.68,0.011
43.76,0.010
43.84,0.010
43.92,0.010
44.00,0.010
44.08,0.010
44.16,0.010
44.24,0.009
44.32,0.009
44.40,0.010
44.48,0.010
44.56,0.009
44.64,0.011
44.72,0.011
44.80,0.011
44.88,0.011
44.96,0.011
45.04,0.011
45.12,0.011
45.20,0.011
45.28,0.011
45.36,0.010
45.44,0.012
45.52,0.011
45.60,0.010
45.68,0.011
45.76,0.010
45.84,0.011
45.92,0.010
46.00,0.010
46.08,0.010
46.16,0.010
46.24,0.010
46.32,0.010
46.40,0.010
46.48,0.010
46.56,0.010
46.64,0.009
46.72,0.010
46.80,0.010
46.88,0.010
46.96,0.010
47.04,0.010
47.12,0.010
47.20,0.010
47.28,0.009
47.36,0.009
47.44,0.010
47.52,0.009
47.60,0.009
47.68,0.009
47.76,0.010
47.84,0.009
47.92,0.010
48.00,0.010
48.08,0.011
48.16,0.010
48.24,0.011
48.32,0.010
48.40,0.011
48.48,0.011
48.56,0.012
48.64,0.010
48.72,0.011
48.80,0.010
48.88,0.011
48.96,0.012
49.04,0.010
49.12,0.011
49.20,0.010
49.28,0.011
49.36,0.010
49.44,0.011
49.52,0.011
49.60,0.011
49.68,0.010
49.76,0.010
49.84,0.010
49.92,0.011
50.00,0.011
50.08,0.010
50.16,0.011
50.24,0.011
50.32,0.010
50.40,0.011
50.48,0.011
50.56,0.009
50.64,0.009
50.72,0.010
50.80,0.010
50.88,0.010
50.96,0.010
51.04,0.010
51.12,0.010
51.20,0.011
51.28,0.010
51.36,0.011
51.44,0.011
51.52,0.010
51.60,0.010
51.68,0.011
51.76,0.010
51.84,0.011
51.92,0.010
52.00,0.010
52.08,0.010
52.16,0.010
52.24,0.009
52.32,0.010
52.40,0.009
52.48,0.009
52.56,0.009
52.64,0.009
52.72,0.010
52.80,0.010
52.88,0.010
52.96,0.010
53.04,0.010
53.12,0.010
53.20,0.010
53.28,0.009
53.36,0.009
53.44,0.010
53.52,0.009
53.60,0.011
53.68,0.010
53.76,0.009
53.84,0.009
53.92,0.009
54.00,0.009
54.08,0.009
54.16,0.010
54.24,0.010
54.32,0.009
54.40,0.009
54.48,0.010
54.56,0.009
54.64,0.010
54.72,0.010
54.80,0.011
54.88,0.012
54.96,0.011
55.04,0.011
55.12,0.012
55.20,0.011
55.28,0.011
55.36,0.011
55.44,0.011
55.52,0.011
55.60,0.010
55.68,0.011
55.76,0.010
55.84,0.011
55.92,0.011
56.00,0.011
56.08,0.011
56.16,0.010
56.24,0.011
56.32,0.010
56.40,0.011
56.48,0.011
56.56,0.011
56.64,0.011
56.72,0.012
56.80,0.012
56.88,0.011
56.96,0.011
57.04,0.011
57.12,0.011
57.20,0.011
57.28,0.011
57.36,0.011
57.44,0.011
57.52,0.011
57.60,0.011
57.68,0.011
57.76,0.011
57.84,0.011
57.92,0.011
58.00,0.011
58.08,0.012
58.16,0.011
58.24,0.011
58.32,0.012
58.40,0.012
58.48,0.013
58.56,0.012
58.64,0.011
58.72,0.012
58.80,0.011
58.88,0.011
58.96,0.010
59.04,0.010
59.12,0.010
59.20,0.011
59.28,0.011
59.36,0.010
59.44,0.011
59.52,0.011
59.60,0.011
59.68,0.012
59.76,0.011
59.84,0.012
59.92,0.012
60.00,0.011
60.08,0.012
60.16,0.012
60.24,0.011
60.32,0.011
60.40,0.011
60.48,0.010
60.56,0.010
60.64,0.010
60.72,0.010
60.80,0.010
60.88,0.010
60.96,0.009
61.04,0.010
61.12,0.010
61.20,0.009
61.28,0.011
61.36,0.010
61.44,0.011
61.52,0.010
61.60,0.011
61.68,0.011
61.76,0.010
61.84,0.010
61.92,0.011
62.00,0.012
62.08,0.011
62.16,0.011
62.24,0.010
62.32,0.011
62.40,0.010
62.48,0.011
62.56,0.012
62.64,0.012
62.72,0.011
62.80,0.011
62.88,0.011
62.96,0.011
63.04,0.012
63.12,0.011
63.20,0.012
63.28,0.011
63.36,0.011
63.44,0.011
63.52,0.012
63.60,0.011
63.68,0.011
63.76,0.011
63.84,0.010
63.92,0.011
64.00,0.010
64.08,0.011
64.16,0.011
64.24,0.011
64.32,0.011
64.40,0.011
64.48,0.010
64.56,0.011
64.64,0.010
64.72,0.011
64.80,0.011
64.88,0.011
64.96,0.012
65.04,0.011
65.12,0.012
65.20,0.012
65.28,0.011
65.36,0.010
65.44,0.011
65.52,0.011
65.60,0.010
65.68,0.011
65.76,0.010
65.84,0.011
65.92,0.011
66.00,0.010
66.08,0.011
66.16,0.011
66.24,0.011
66.32,0.011
66.40,0.011
66.48,0.011
66.56,0.011
66.64,0.010
66.72,0.012
66.80,0.011
66.88,0.011
66.96,0.012
67.04,0.011
67.12,0.011
67.20,0.012
67.28,0.011
67.36,0.011
67.44,0.011
67.52,0.011
67.60,0.012
67.68,0.012
67.76,0.012
67.84,0.013
67.92,0.012
68.00,0.012
68.08,0.013
68.16,0.012
68.24,0.012
68.32,0.012
68.40,0.011
68.48,0.011
68.56,0.011
68.64,0.011
68.72,0.012
68.80,0.012
68.88,0.012
68.96,0.011
69.04,0.012
69.12,0.011
69.20,0.011
69.28,0.011
69.36,0.011
69.44,0.011
69.52,0.010
69.60,0.011
69.68,0.012
69.76,0.011
69.84,0.011
69.92,0.011
70.00,0.011
70.08,0.012
70.16,0.011
70.24,0.011
70.32,0.011
70.40,0.011
70.48,0.010
70.56,0.011
70.64,0.010
70.72,0.011
70.80,0.010
70.88,0.010
70.96,0.010
71.04,0.010
71.12,0.011
71.20,0.010
71.28,0.010
71.36,0.009
71.44,0.010
71.52,0.009
71.60,0.010
71.68,0.010
71.76,0.010
71.84,0.010
71.92,0.009
72.00,0.011
72.08,0.010
72.16,0.010
72.24,0.009
72.32,0.010
72.40,0.010
72.48,0.010
72.56,0.010
72.64,0.010
72.72,0.009
72.80,0.009
72.88,0.010
72.96,0.010
73.04,0.010
73.12,0.009
73.20,0.010
73.28,0.010
73.36,0.009
73.44,0.010
73.52,0.010
73.60,0.010
73.68,0.010
73.76,0.010
73.84,0.010
73.92,0.010
74.00,0.010
74.08,0.011
74.16,0.010
74.24,0.010
74.32,0.010
74.40,0.011
74.48,0.010
74.56,0.010
74.64,0.010
74.72,0.011
74.80,0.010
74.88,0.010
74.96,0.010
75.04,0.011
75.12,0.010
75.20,0.010
75.28,0.010
75.36,0.010
75.44,0.010
75.52,0.010
75.60,0.009
75.68,0.010
75.76,0.010
75.84,0.010
75.92,0.010
76.00,0.010
76.08,0.011
76.16,0.010
76.24,0.010
76.32,0.010
76.40,0.010
76.48,0.010
76.56,0.011
76.64,0.011
76.72,0.010
76.80,0.010
76.88,0.011
76.96,0.010
77.04,0.011
77.12,0.011
77.20,0.011
77.28,0.012
77.36,0.012
77.44,0.011
77.52,0.012
77.60,0.011
77.68,0.012
77.76,0.012
77.84,0.011
77.92,0.011
78.00,0.011
78.08,0.012
78.16,0.012
78.24,0.012
78.32,0.012
78.40,0.011
78.48,0.011
78.56,0.011
78.64,0.011
78.72,0.011
78.80,0.011
78.88,0.011
78.96,0.011
79.04,0.010
79.12,0.011
79.20,0.011
79.28,0.011
79.36,0.011
79.44,0.011
79.52,0.011
79.60,0.011
79.68,0.010
79.76,0.011
79.84,0.011
79.92,0.011
80.00,0.011
80.08,0.011
80.16,0.011
80.24,0.011
80.32,0.011
80.40,0.011
80.48,0.011
80.56,0.011
80.64,0.011
80.72,0.010
80.80,0.012
80.88,0.011
80.96,0.010
81.04,0.012
81.12,0.010
81.20,0.012
81.28,0.011
81.36,0.010
81.44,0.010
81.52,0.012
81.60,0.010
81.68,0.010
81.76,0.011
81.84,0.010
81.92,0.010
82.00,0.010
82.08,0.010
82.16,0.011
82.24,0.010
82.32,0.011
82.40,0.011
82.48,0.011
82.56,0.012
82.64,0.011
82.72,0.011
82.80,0.012
82.88,0.012
82.96,0.011
83.04,0.012
83.12,0.011
83.20,0.012
83.28,0.012
83.36,0.012
83.44,0.011
83.52,0.012
83.60,0.011
83.68,0.012
83.76,0.011
83.84,0.011
83.92,0.011
84.00,0.011
84.08,0.011
84.16,0.011
84.24,0.012
84.32,0.011
84.40,0.012
84.48,0.012
84.56,0.012
84.64,0.012
84.72,0.012
84.80,0.012
84.88,0.012
84.96,0.012
85.04,0.012
85.12,0.012
85.20,0.012
85.28,0.012
85.36,0.012
85.44,0.011
85.52,0.011
85.60,0.011
85.68,0.011
85.76,0.011
85.84,0.011
85.92,0.010
86.00,0.011
86.08,0.011
86.16,0.011
86.24,0.011
86.32,0.010
86.40,0.011
86.48,0.012
86.56,0.010
86.64,0.010
86.72,0.011
86.80,0.010
86.88,0.010
86.96,0.010
87.04,0.010
87.12,0.010
87.20,0.010
87.28,0.011
87.36,0.011
87.44,0.011
87.52,0.012
87.60,0.011
87.68,0.011
87.76,0.011
87.84,0.011
87.92,0.011
88.00,0.011
88.08,0.012
88.16,0.011
88.24,0.012
88.32,0.011
88.40,0.011
88.48,0.012
88.56,0.011
88.64,0.012
88.72,0.011
88.80,0.012
88.88,0.011
88.96,0.011
89.04,0.011
89.12,0.012
89.20,0.011
89.28,0.012
89.36,0.011
89.44,0.011
89.52,0.012
89.60,0.011
89.68,0.011
89.76,0.011
89.84,0.011
89.92,0.012
90.00,0.011
90.08,0.011
90.16,0.011
90.24,0.011
90.32,0.011
90.40,0.011
90.48,0.011
90.56,0.012
90.64,0.013
90.72,0.012
90.80,0.013
90.88,0.014
90.96,0.014
91.04,0.014
91.12,0.015
91.20,0.015
91.28,0.016
91.36,0.016
91.44,0.016
91.52,0.016
91.60,0.016
91.68,0.017
91.76,0.016
91.84,0.015
91.92,0.015
92.00,0.014
92.08,0.013
92.16,0.013
92.24,0.011
92.32,0.011
92.40,0.010
92.48,0.009
92.56,0.010
92.64,0.009
92.72,0.009
92.80,0.009
92.88,0.010
92.96,0.010
93.04,0.012
93.12,0.013
93.20,0.015
93.28,0.018
93.36,0.019
93.44,0.023
93.52,0.024
93.60,0.028
93.68,0.033
93.76,0.037
93.84,0.041
93.92,0.046
94.00,0.050
94.08,0.053
94.16,0.056
94.24,0.058
94.32,0.059
94.40,0.059
94.48,0.056
94.56,0.054
94.64,0.049
94.72,0.043
94.80,0.035
94.88,0.025
94.96,0.014
95.04,0.001
95.12,-0.022
95.20,-0.044
95.28,-0.065
95.36,-0.088
95.44,-0.110
95.52,-0.137
95.60,-0.165
95.68,-0.193
95.76,-0.220
95.84,-0.244
95.92,-0.272
96.00,-0.295
96.08,-0.315
96.16,-0.330
96.24,-0.343
96.32,-0.352
96.40,-0.356
96.48,-0.354
96.56,-0.346
96.64,-0.333
96.72,-0.313
96.80,-0.288
96.88,-0.256
96.96,-0.220
97.04,-0.179
97.12,-0.133
97.20,-0.085
97.28,-0.035
97.36,0.037
97.44,0.126
97.52,0.218
97.60,0.311
97.68,0.396
97.76,0.466
97.84,0.522
97.92,0.580
98.00,0.639
98.08,0.696
98.16,0.747
98.24,0.794
98.32,0.834
98.40,0.864
98.48,0.884
98.56,0.895
98.64,0.894
98.72,0.881
98.80,0.858
98.88,0.824
98.96,0.776
99.04,0.721
99.12,0.658
99.20,0.584
99.28,0.493
99.36,0.361
99.44,0.240
99.52,0.134
99.60,0.034
99.68,-0.176
99.76,-0.372
99.84,-0.544
99.92,-0.719
100.00,-0.869
100.08,-1.014
100.16,-1.142
100.24,-1.261
100.32,-1.360
100.40,-1.436
100.48,-1.499
100.56,-1.545
100.64,-1.572
100.72,-1.573
100.80,-1.552
100.88,-1.509
100.96,-1.445
101.04,-1.370
101.12,-1.265
101.20,-1.141
101.28,-1.003
101.36,-0.851
101.44,-0.686
101.52,-0.514
101.60,-0.353
101.68,-0.199
101.76,-0.081
101.84,0.118
101.92,0.392
102.00,0.543
102.08,0.685
102.16,0.838
102.24,0.983
102.32,1.106
102.40,1.214
102.48,1.301
102.56,1.363
102.64,1.403
102.72,1.422
102.80,1.421
102.88,1.400
102.96,1.361
103.04,1.300
103.12,1.216
103.20,1.118
103.28,1.008
103.36,0.886
103.44,0.760
103.52,0.635
103.60,0.493
103.68,0.285
103.76,0.142
103.84,0.028
103.92,-0.281
104.00,-0.504
104.08,-0.708
104.16,-0.883
104.24,-1.026
104.32,-1.146
104.40,-1.245
104.48,-1.321
104.56,-1.363
104.64,-1.386
104.72,-1.383
104.80,-1.359
104.88,-1.311
104.96,-1.235
105.04,-1.140
105.12,-1.026
105.20,-0.895
105.28,-0.752
105.36,-0.600
105.44,-0.450
