Geotek MSCL 7.9 - TN336_JPC42-52_MSmass.out created at 13:20:44 on 1/27/2016.


Processing Parameters

CT	RCT=11.45	W=1.27
PWAmp	A=1	B=0
PWVel	PTO=27.19
Den1	A=9.889801E-04	B=-.1104	C=10.002
MS1	A=1	B=0	Den=1	LD=14	
FP	MGD=2.75	WD=1.026	
RES	A=567.302	B=-1.103549	p=0	


SB DEPTH	SECT NUM	SECT DEPTH	CT	PWAmp	PWVel	Den1	MS1	Imp	FP	RES
m		cm	cm		m/s	g/cc	x 10^-8 (m^3/kg)			Ohm.m

-0.637	cal sect	0.0	10.469	0.0						85.9371
-0.577	cal sect	6.0	10.49	0.0337	1504.158	1.1984			0.9	15.9985
-0.517	cal sect	12.1	10.198	0.0367	1494.87	1.1876	-1.6437	1775.275	0.9063	15.0777
-0.457	cal sect	18.1	10.25	0.0432	1493.734	1.1775	-0.8168	1758.902	0.9121	13.8614
-0.397	cal sect	24.1	10.495	0.0008	1481.089	1.1499	-1.5629	1703.058	0.9282	10.4465
-0.337	cal sect	30.1	10.757	0.0032	1515.497	1.1481	-0.7292	1740.002	0.9292	3.7278
-0.277	cal sect	36.1	10.604	0.0031	1530.821	1.1841	-1.4733	1812.707	0.9083	0.4893
-0.217	cal sect	42.1	10.27	0.0022	1513.856	1.1865	-1.6121	1796.206	0.9069	0.3756
-0.157	cal sect	48.1	10.196	0.0237	1513.209	1.2092	-0.8076	1829.816	0.8937	0.3659
-0.097	cal sect	54.1	10.335	0.0091	1518.067	1.1945	-0.7862	1813.341	0.9023	0.3771
-0.037	cal sect	60.1	10.343	0.0147	1526.642	1.24	1.5114	1893.001	0.8759	0.5344
0.003	 1	0.3	10.768	0.0	110.8036	1.2749	7.8577	141.2599	0.8556	1.069
0.013	 1	1.3	10.742	0.0002	1451.229	1.4004	9.0036	2032.323	0.7828	0.8218
0.023	 1	2.3	10.811	0.0005	1551.744	1.3972	10.0421	2168.066	0.7847	0.6228
0.033	 1	3.3	10.817	0.0002	1458.406	1.4019	9.9923	2044.573	0.7819	0.5027
0.043	 1	4.3	10.748	0.0	110.5978	1.3753	10.9838	152.1088	0.7974	0.4345
0.053	 1	5.3	10.284	0.0008	1530.129	1.4475	12.5044	2214.873	0.7555	0.3964
0.063	 1	6.3	10.218	0.0033	1527.126	1.4482	12.7322	2211.658	0.7551	0.3749
0.073	 1	7.3	10.213	0.0039	1515.282	1.4249	12.9591	2159.139	0.7686	0.3636
0.083	 1	8.3	10.196	0.0055	1515.909	1.4366	13.5955	2177.721	0.7618	0.3574
0.093	 1	9.3	10.184	0.0099	1514.349	1.4615	12.7388	2213.209	0.7474	0.3534
0.103	 1	10.3	10.19	0.0118	1512.094	1.4435	13.5538	2182.635	0.7579	0.3503
0.113	 1	11.3	10.185	0.0112	1514.273	1.443	12.898	2185.157	0.7581	0.3491
0.123	 1	12.3	10.184	0.0117	1513.449	1.4565	13.4554	2204.313	0.7503	0.3502
0.133	 1	13.3	10.187	0.0103	1512.546	1.4499	13.5045	2193.11	0.7541	0.3522
0.143	 1	14.3	10.184	0.014	1505.841	1.4531	13.4868	2188.112	0.7523	0.3543
0.153	 1	15.3	10.185	0.019	1505.098	1.4625	14.0661	2201.192	0.7468	0.356
0.163	 1	16.3	10.184	0.0165	1503.173	1.4727	13.3068	2213.792	0.7409	0.3568
0.173	 1	17.3	10.184	0.0186	1500.295	1.4751	13.9502	2213.023	0.7395	0.3568
0.183	 1	18.3	10.185	0.0191	1496.694	1.4882	13.823	2227.394	0.7319	0.3574
0.193	 1	19.3	10.184	0.0159	1496.767	1.4597	14.0973	2184.781	0.7485	0.3599
0.203	 1	20.3	10.184	0.0142	1501.179	1.4668	14.0292	2201.865	0.7443	0.3638
0.213	 1	21.3	10.184	0.0156	1502.065	1.4452	14.2384	2170.783	0.7568	0.3662
0.223	 1	22.3	10.187	0.0106	1503.838	1.4316	15.045	2152.949	0.7647	0.3662
0.233	 1	23.3	10.187	0.0107	1504.949	1.4684	14.0016	2209.857	0.7434	0.3667
0.243	 1	24.3	10.19	0.0132	1503.615	1.4657	14.6832	2203.795	0.745	0.3675
0.253	 1	25.3	10.184	0.013	1504.728	1.4615	14.7502	2199.148	0.7474	0.3667
0.263	 1	26.3	10.189	0.0125	1508.364	1.4748	14.5964	2224.532	0.7397	0.3649
0.273	 1	27.3	10.196	0.0103	1505.611	1.4632	15.3504	2203.008	0.7464	0.363
0.283	 1	28.3	10.195	0.0082	1504.797	1.5072	15.555	2267.961	0.7209	0.3642
0.293	 1	29.3	10.201	0.0096	1502.799	1.5051	14.9022	2261.818	0.7221	0.363
0.303	 1	30.3	10.209	0.0128	1506.196	1.4904	15.6682	2244.764	0.7307	0.3709
0.313	 1	31.3	10.214	0.0178	1503.164	1.4951	15.5969	2247.32	0.7279	0.3974
0.323	 1	32.3	10.215	0.0231	1500.0	1.5117	15.4213	2267.482	0.7183	0.4056
0.333	 1	33.3	10.22	0.0206	1496.121	1.5248	15.9032	2281.233	0.7107	0.4131
0.343	 1	34.3	10.225	0.0166	1500.807	1.5153	15.9805	2274.102	0.7162	0.4131
0.353	 1	35.3	10.23	0.0141	1501.101	1.5022	16.0963	2255.009	0.7238	0.4204
0.363	 1	36.3	10.231	0.0143	1499.707	1.5148	16.5961	2271.829	0.7164	0.4394
0.373	 1	37.3	10.24	0.0147	1496.42	1.5155	16.5474	2267.759	0.7161	0.4407
0.383	 1	38.3	10.239	0.0156	1495.399	1.5183	16.5213	2270.432	0.7145	0.4382
0.393	 1	39.3	10.244	0.0158	1494.166	1.5256	15.7874	2279.498	0.7102	0.4361
0.403	 1	40.3	10.248	0.015	1496.058	1.5211	16.449	2275.636	0.7128	0.4366
0.413	 1	41.3	10.244	0.0159	1495.911	1.5392	16.2739	2302.496	0.7023	0.4352
0.423	 1	42.3	10.244	0.0158	1495.911	1.5002	16.697	2244.142	0.725	0.4327
0.433	 1	43.3	10.242	0.0155	1496.275	1.5019	17.329	2247.271	0.7239	0.4316
0.443	 1	44.3	10.238	0.0166	1496.565	1.5451	18.1129	2312.328	0.6989	0.4299
0.453	 1	45.3	10.229	0.0172	1494.157	1.531	18.3256	2287.609	0.7071	0.4382
0.463	 1	46.3	10.243	0.0144	1493.584	1.5228	18.9849	2274.442	0.7118	0.4474
0.473	 1	47.3	10.363	0.0058	1495.814	1.5161	19.054	2267.833	0.7157	0.4576
0.483	 1	48.3	10.447	0.0019	1517.136	1.5042	18.7644	2282.034	0.7226	0.4651
0.493	 1	49.3	10.446	0.0014	1499.569	1.5041	19.3763	2255.462	0.7227	0.4759
0.503	 1	50.3	10.462	0.0006	1514.915	1.5194	19.6935	2301.747	0.7138	0.4924
0.513	 1	51.3	10.466	0.0031	1503.304	1.5102	19.7915	2270.3	0.7191	0.5196
0.523	 1	52.3	10.479	0.0004	1502.581	1.5159	19.6465	2277.822	0.7158	0.5685
0.533	 1	53.3	10.456	0.0002	1482.91	1.4947	20.66	2216.457	0.7282	0.6628
0.543	 1	54.3	10.435	0.0006	1473.87	1.4602	21.2709	2152.077	0.7482	0.8548
0.553	 1	55.3	10.795	0.0	111.0814	1.4352	19.0571	159.4289	0.7626	1.1808
0.563	 1	56.3	10.847	0.0	111.6165	1.0437	27.4156	116.4938	0.9897	1.423
0.573	 2	0.6	10.81	0.0	111.2357	1.3702	21.6899	152.417	0.8003	1.2913
0.583	 2	1.6	10.857	0.0	111.7194	1.4851	20.315	165.911	0.7337	0.9511
0.593	 2	2.6	10.819	0.0004	1533.74	1.5101	21.2705	2316.058	0.7192	0.7124
0.603	 2	3.6	10.772	0.0006	1523.405	1.3742	24.2733	2093.454	0.798	0.593
0.613	 2	4.6	10.603	0.0	109.1057	1.2866	28.4834	140.3753	0.8488	0.5362
0.623	 2	5.6	10.255	0.0003	1497.518	1.5193	27.8144	2275.204	0.7139	0.5075
