<PWAVE-TN336_BB6-06-762>
<PWAVE SAMPLE POINT>
Depth In Core=76.20
Depth In Section=0.00
SBD=0.00
Core ID=TN336_BB6-06
Section Number=cal
Section Length=64.00
Comments=Core TN336_BB6-06 logged at 10:35:34 on 01-20-2016
TOT=102.06
TX Level (Volts)=151
P-Wave Amp Gain=75.00
Delay=80.00
Gate=52.00
Date=1/20/2016
Time=10:37:50
</PWAVE SAMPLE POINT>
<PWAVE DATA>
Time (탎),Voltage (mV)
0.00,0.041
0.08,0.041
0.16,0.038
0.24,0.042
0.32,0.040
0.40,0.050
0.48,0.023
0.56,0.151
0.64,0.056
0.72,-0.083
0.80,-0.084
0.88,0.045
0.96,0.033
1.04,0.017
1.12,0.023
1.20,0.002
1.28,-0.114
1.36,-0.234
1.44,-0.371
1.52,-0.556
1.60,-0.726
1.68,-0.869
1.76,-0.984
1.84,-1.040
1.92,-1.042
2.00,-0.965
2.08,-0.901
2.16,-0.838
2.24,-0.704
2.32,-0.565
2.40,-0.416
2.48,-0.290
2.56,-0.186
2.64,-0.083
2.72,-0.030
2.80,-0.056
2.88,-0.155
2.96,-0.273
3.04,-0.407
3.12,-0.521
3.20,-0.588
3.28,-0.616
3.36,-0.593
3.44,-0.528
3.52,-0.442
3.60,-0.328
3.68,-0.209
3.76,-0.071
3.84,0.081
3.92,0.230
4.00,0.375
4.08,0.508
4.16,0.604
4.24,0.681
4.32,0.741
4.40,0.786
4.48,0.807
4.56,0.816
4.64,0.822
4.72,0.812
4.80,0.795
4.88,0.777
4.96,0.752
5.04,0.725
5.12,0.695
5.20,0.666
5.28,0.636
5.36,0.603
5.44,0.572
5.52,0.539
5.60,0.510
5.68,0.484
5.76,0.459
5.84,0.436
5.92,0.411
6.00,0.384
6.08,0.362
6.16,0.336
6.24,0.316
6.32,0.305
6.40,0.290
6.48,0.274
6.56,0.258
6.64,0.243
6.72,0.234
6.80,0.220
6.88,0.205
6.96,0.190
7.04,0.182
7.12,0.174
7.20,0.164
7.28,0.154
7.36,0.146
7.44,0.141
7.52,0.132
7.60,0.122
7.68,0.116
7.76,0.114
7.84,0.104
7.92,0.097
8.00,0.094
8.08,0.091
8.16,0.083
8.24,0.079
8.32,0.071
8.40,0.070
8.48,0.065
8.56,0.062
8.64,0.061
8.72,0.057
8.80,0.055
8.88,0.052
8.96,0.049
9.04,0.049
9.12,0.046
9.20,0.046
9.28,0.043
9.36,0.044
9.44,0.045
9.52,0.042
9.60,0.042
9.68,0.040
9.76,0.042
9.84,0.035
9.92,0.038
10.00,0.031
10.08,0.032
10.16,0.028
10.24,0.034
10.32,0.032
10.40,0.027
10.48,0.026
10.56,0.025
10.64,0.023
10.72,0.021
10.80,0.022
10.88,0.022
10.96,0.022
11.04,0.020
11.12,0.024
11.20,0.022
11.28,0.021
11.36,0.021
11.44,0.020
11.52,0.019
11.60,0.019
11.68,0.017
11.76,0.019
11.84,0.017
11.92,0.017
12.00,0.015
12.08,0.015
12.16,0.014
12.24,0.012
12.32,0.011
12.40,0.015
12.48,0.019
12.56,0.015
12.64,0.014
12.72,0.016
12.80,0.018
12.88,0.016
12.96,0.014
13.04,0.021
13.12,0.020
13.20,0.016
13.28,0.015
13.36,0.014
13.44,0.012
13.52,0.011
13.60,0.012
13.68,0.018
13.76,0.013
13.84,0.012
13.92,0.013
14.00,0.011
14.08,0.015
14.16,0.013
14.24,0.017
14.32,0.016
14.40,0.015
14.48,0.019
14.56,0.018
14.64,0.016
14.72,0.019
14.80,0.017
14.88,0.019
14.96,0.018
15.04,0.019
15.12,0.018
15.20,0.017
15.28,0.021
15.36,0.020
15.44,0.018
15.52,0.019
15.60,0.020
15.68,0.014
15.76,0.019
15.84,0.018
15.92,0.019
16.00,0.017
16.08,0.021
16.16,0.018
16.24,0.020
16.32,0.018
16.40,0.022
16.48,0.021
16.56,0.021
16.64,0.023
16.72,0.022
16.80,0.024
16.88,0.023
16.96,0.023
17.04,0.023
17.12,0.020
17.20,0.020
17.28,0.022
17.36,0.021
17.44,0.020
17.52,0.019
17.60,0.020
17.68,0.019
17.76,0.021
17.84,0.020
17.92,0.023
18.00,0.023
18.08,0.024
18.16,0.027
18.24,0.024
18.32,0.026
18.40,0.027
18.48,0.023
18.56,0.025
18.64,0.025
18.72,0.024
18.80,0.024
18.88,0.027
18.96,0.022
19.04,0.023
19.12,0.025
19.20,0.023
19.28,0.027
