Geotek MSCL 7.9 - TN336_TC50-61_massMS.out created at 11:19:51 on 1/29/2016.


Processing Parameters

CT	RCT=11.45	W=1.27
PWAmp	A=1	B=0
PWVel	PTO=27.44
Den1	A=5.8049E-04	B=-.091106	C=9.7911
MS1	A=1	B=0	Den=1	LD=14	
FP	MGD=2.75	WD=1.026	
RES	A=551.3501	B=-1.099499	p=0	


SB DEPTH	SECT NUM	SECT DEPTH	CT	PWAmp	PWVel	Den1	MS1	Imp	FP	RES
m		cm	cm		m/s	g/cc	x 10^-8 (m^3/kg)			Ohm.m

-0.638	cal sect	0.0	10.579	0.0						69.5849
-0.578	cal sect	6.0	10.459	0.0103	1517.557	1.1702			0.9163	15.4257
-0.518	cal sect	12.0	10.176	0.0366	1492.52	1.1292	-1.7394	1685.397	0.9401	14.9979
-0.458	cal sect	18.0	10.198	0.0301	1494.651	1.141	-1.7107	1705.45	0.9333	14.4404
-0.398	cal sect	24.0	10.476	0.0017	1503.013	1.1284	-1.601	1695.93	0.9406	10.9902
-0.338	cal sect	30.0	10.662	0.0065	1517.938	1.0999	-1.5615	1669.575	0.9571	3.699
-0.278	cal sect	36.0	10.612	0.004	1528.886	1.1423	-1.524	1746.474	0.9325	0.5051
-0.218	cal sect	42.0	10.288	0.0032	1520.544	1.1208	-1.698	1704.254	0.945	0.3654
-0.158	cal sect	48.0	10.224	0.0308	1513.322	1.1357	-0.8531	1718.665	0.9364	0.3683
-0.098	cal sect	54.0	10.324	0.0063	1516.897	1.1234	-0.8386	1704.066	0.9435	0.3668
-0.038	cal sect	60.0	10.457	0.0297	1529.025	1.1495	0.7899	1757.585	0.9284	0.497
0.002	 1	0.2	10.858	0.0	111.7584	0.8936	8.2098	99.8702	1.0768	1.259
0.012	 1	1.2	10.837	0.0	111.5423	1.2907	7.6209	143.9673	0.8465	0.9628
0.022	 1	2.2	10.827	0.001	1533.352	1.3492	8.5279	2068.814	0.8125	0.6987
0.032	 1	3.2	10.775	0.0006	1522.538	1.3689	9.739	2084.227	0.8011	0.5478
0.042	 1	4.2	10.714	0.0001	1496.996	1.3406	10.7391	2006.898	0.8175	0.4677
0.052	 1	5.2	10.319	0.0027	1522.65	1.3924	12.195	2120.157	0.7875	0.4247
0.062	 1	6.2	10.256	0.0082	1513.131	1.4002	12.3428	2118.752	0.7829	0.4004
0.072	 1	7.2	10.224	0.0059	1509.077	1.402	13.1302	2115.689	0.7819	0.3876
0.082	 1	8.2	10.214	0.0042	1514.531	1.3993	13.1929	2119.221	0.7835	0.3799
0.092	 1	9.2	10.209	0.002	1504.864	1.3835	13.3621	2081.974	0.7926	0.3761
0.102	 1	10.2	10.204	0.0017	1505.903	1.3889	13.3287	2091.576	0.7895	0.3744
0.112	 1	11.2	10.164	0.0025	1504.44	1.4006	13.3682	2107.13	0.7827	0.3726
0.122	 1	12.2	10.163	0.0113	1498.747	1.4135	13.2496	2118.542	0.7752	0.3684
0.132	 1	13.2	10.153	0.0082	1496.389	1.4016	13.4001	2097.405	0.7821	0.3623
0.142	 1	14.2	10.152	0.0058	1495.801	1.3963	13.4555	2088.544	0.7852	0.3554
0.152	 1	15.2	10.147	0.0064	1496.166	1.4049	14.097	2101.933	0.7802	0.3543
0.162	 1	16.2	10.154	0.0177	1497.419	1.4285	13.8363	2139.056	0.7665	0.3556
0.172	 1	17.2	10.158	0.0213	1495.583	1.4113	13.9887	2110.756	0.7765	0.359
0.182	 1	18.2	10.152	0.0294	1495.58	1.382	14.3097	2066.929	0.7935	0.3597
0.192	 1	19.2	10.163	0.0257	1495.879	1.406	14.0214	2103.264	0.7796	0.3582
0.202	 1	20.2	10.157	0.0201	1494.996	1.3788	15.0394	2061.23	0.7954	0.3561
0.212	 1	21.2	10.163	0.0237	1495.659	1.3952	14.1299	2086.799	0.7858	0.3544
0.222	 1	22.2	10.168	0.03	1498.821	1.4066	13.9964	2108.172	0.7793	0.3539
0.232	 1	23.2	10.173	0.0205	1495.589	1.4248	13.7971	2130.983	0.7687	0.3529
0.242	 1	24.2	10.171	0.0193	1498.159	1.4207	13.8451	2128.455	0.771	0.3525
0.252	 1	25.2	10.178	0.0162	1491.938	1.4028	13.9944	2092.836	0.7815	0.3531
0.262	 1	26.2	10.183	0.0088	1492.452	1.4259	13.7478	2128.088	0.768	0.3526
0.272	 1	27.2	10.188	0.0084	1490.781	1.4127	13.8562	2106.091	0.7757	0.3539
0.282	 1	28.2	10.194	0.0072	1489.48	1.4278	13.6868	2126.687	0.7669	0.3549
0.292	 1	29.2	10.194	0.008	1491.005	1.4266	13.6986	2127.029	0.7676	0.3556
0.302	 1	30.2	10.199	0.0165	1495.235	1.418	13.7616	2120.294	0.7726	0.3571
0.312	 1	31.2	10.204	0.0172	1496.188	1.4149	13.084	2116.958	0.7744	0.3636
0.322	 1	32.2	10.204	0.0114	1491.813	1.4091	13.1381	2102.074	0.7778	0.3669
0.332	 1	33.2	10.203	0.0063	1478.696	1.4226	12.3316	2103.615	0.7699	0.3705
0.342	 1	34.2	10.204	0.004	1487.03	1.4193	12.357	2110.531	0.7719	0.375
0.352	 1	35.2	10.209	0.0059	1490.8	1.4403	11.4839	2147.222	0.7597	0.3818
0.362	 1	36.2	10.214	0.006	1492.838	1.4334	11.523	2139.833	0.7637	0.3889
0.372	 1	37.2	10.207	0.006	1490.508	1.4539	11.3831	2167.036	0.7518	0.3912
0.382	 1	38.2	10.22	0.0068	1488.494	1.4448	10.7417	2150.512	0.7571	0.3979
0.392	 1	39.2	10.22	0.0048	1481.589	1.4274	10.8726	2114.777	0.7672	0.4061
0.402	 1	40.2	10.219	0.0051	1490.302	1.4209	10.9253	2117.536	0.771	0.4124
0.412	 1	41.2	10.233	0.0048	1491.039	1.434	10.1091	2138.085	0.7634	0.4183
0.422	 1	42.2	10.224	0.0065	1496.925	1.4219	10.2207	2128.474	0.7704	0.4226
0.432	 1	43.2	10.227	0.0125	1497.145	1.438	10.0975	2152.938	0.761	0.4237
0.442	 1	44.2	10.242	0.0103	1499.561	1.4442	10.0123	2165.598	0.7575	0.428
0.452	 1	45.2	10.222	0.0185	1495.757	1.4535	9.337	2174.116	0.752	0.4309
0.462	 1	46.2	10.231	0.0205	1495.76	1.4293	9.4713	2137.872	0.7661	0.4314
0.472	 1	47.2	10.231	0.0164	1488.145	1.4323	9.4517	2131.403	0.7644	0.4338
0.482	 1	48.2	10.221	0.0127	1492.771	1.4544	9.3339	2171.119	0.7515	0.436
0.492	 1	49.2	10.241	0.0247	1493.293	1.466	8.5501	2189.238	0.7448	0.4363
0.502	 1	50.2	10.224	0.0219	1488.86	1.4335	9.4622	2134.255	0.7636	0.4367
0.512	 1	51.2	10.234	0.0147	1485.341	1.4536	8.6405	2159.069	0.752	0.434
0.522	 1	52.2	10.234	0.0184	1494.888	1.4678	8.5567	2194.222	0.7437	0.4306
0.532	 1	53.2	10.244	0.0309	1493.512	1.4319	8.7465	2138.592	0.7645	0.4313
0.542	 1	54.2	10.262	0.0467	1498.978	1.425	8.7448	2135.998	0.7686	0.4305
0.552	 1	55.2	10.254	0.0221	1492.576	1.4192	8.8001	2118.272	0.7719	0.4312
0.562	 1	56.2	10.267	0.0148	1487.324	1.4381	7.9869	2138.985	0.7609	0.4319
0.572	 1	57.2	10.264	0.0102	1486.674	1.4333	8.0205	2130.911	0.7637	0.4321
0.582	 1	58.2	10.256	0.0106	1484.011	1.4246	8.088	2114.081	0.7688	0.429
0.592	 1	59.2	10.254	0.0106	1481.15	1.4303	7.3886	2118.456	0.7655	0.4287
0.602	 1	60.2	10.249	0.0107	1484.287	1.4302	7.3992	2122.877	0.7655	0.4275
0.612	 1	61.2	10.239	0.0123	1486.93	1.4471	7.3337	2151.714	0.7558	0.4273
0.622	 1	62.2	10.233	0.0097	1483.043	1.4261	7.4544	2114.894	0.768	0.4285
