Geotek MSCL 7.9 - TN336_JPC33-38.raw created at 2:37:25 on 1/25/2016.,,,,,,,,,,,Geotek MSCL 7.9 - TN336_JPC33-38.out created at 2:34:33 on 1/25/2016.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Core Depth,Section,Sect Depth,CTD ,Tr. Time ,PW Amp   ,A Gamma  ,Mag Sus  ,Temp     ,NC Res   ,,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,MS1,Imp,FP,RES
m,,cm,mm,_sec,,cps,SI x 10^-5,_C,mV,,m,,cm,cm,,m/s,g/cc,SI x 10^-5,x 10^-8 (m^3/kg),,,Ohm.m
,,,,,,,,,,,,,,,,,,,,,,
0.002,1,0.2,6.09,999,0,6205,13,15.67,248.4,,0.002,1,0.2,10.789,0,110.9329,1.1767,10.792,9.1712,130.5379,0.9126,1.3483
0.012,1,1.2,6.04,999,0,4815,17,15.68,302,,0.012,1,1.2,10.784,0,110.8815,1.4883,14.1313,9.4949,165.0248,0.7318,1.0922
0.022,1,2.2,6.43,101.15,0.0001,4828,19,15.68,380.1,,0.022,1,2.2,10.823,0.0001,1448.474,1.4795,15.6317,10.5653,2143.068,0.7369,0.8524
0.032,1,3.2,6.28,999,0,4788,20,15.68,442.9,,0.032,1,3.2,10.808,0,111.1282,1.4921,16.5198,11.0714,165.8152,0.7296,0.7228
0.042,1,4.2,5.58,999,0,4838,22,15.69,492.5,,0.042,1,4.2,10.738,0,110.4085,1.4886,18.5126,12.4361,164.356,0.7317,0.6448
0.052,1,5.2,1.28,93.9,0.0008,4744,22,15.69,525.3,,0.052,1,5.2,10.308,0.0008,1527.79,1.5767,20.8179,13.203,2408.942,0.6805,0.6015
0.062,1,6.2,0.77,94.71,0.0015,4831,22,15.69,545.4,,0.062,1,6.2,10.257,0.0015,1502.197,1.5604,21.1176,13.5339,2343.956,0.6901,0.5777
0.072,1,7.2,0.2,94.6,0.0019,4778,22,15.69,556.7,,0.072,1,7.2,10.2,0.0019,1496.259,1.5839,21.4598,13.5491,2369.854,0.6764,0.565
0.082,1,8.2,-0.02,94.74,0.0065,4803,21,15.7,563.1,,0.082,1,8.2,10.178,0.0065,1489.972,1.5803,20.6124,13.0437,2354.548,0.6785,0.5581
0.092,1,9.2,-0.36,94.65,0.0083,4840,22,15.7,571.2,,0.092,1,9.2,10.144,0.0083,1486.954,1.5752,21.8036,13.8415,2342.295,0.6814,0.5496
0.102,1,10.2,-0.32,94.82,0.0131,4799,21,15.7,574.8,,0.102,1,10.2,10.148,0.0131,1483.843,1.5861,20.7888,13.1072,2353.458,0.6751,0.5459
