Geotek MSCL 7.9 - TN336_TC12-12.raw created at 5:35:08 on 1/21/2016.,,,,,,,,,,,Geotek MSCL 7.9 - TN336_TC12-12.out created at 5:37:25 on 1/21/2016.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Core Depth,Section,Sect Depth,CTD ,Tr. Time ,PW Amp   ,A Gamma  ,Mag Sus  ,Temp     ,NC Res   ,,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,MS1,Imp,FP,RES
m,,cm,mm,_sec,,cps,SI x 10^-5,_C,mV,,m,,cm,cm,,m/s,g/cc,SI x 10^-5,x 10^-8 (m^3/kg),,,Ohm.m
,,,,,,,,,,,,,,,,,,,,,,
0.002,1,0.2,4.34,999,0,9641,9,18.01,272.4,,0.002,1,0.2,10.614,0,109.1672,0.7059,7.8295,11.0915,77.0619,1.1857,1.1815
0.012,1,1.2,4.24,999,0,5438,11,18.01,347.5,,0.012,1,1.2,10.604,0,109.0644,1.3733,9.5953,6.9872,149.7749,0.7986,0.8964
0.022,1,2.2,4.41,999,0,5330,13,18.01,451.9,,0.022,1,2.2,10.621,0,109.2392,1.396,11.288,8.0861,152.4957,0.7854,0.6652
0.032,1,3.2,3.93,97.22,0.0031,5282,15,18.01,548,,0.032,1,3.2,10.573,0.0031,1499.929,1.4136,13.1949,9.334,2120.362,0.7752,0.5344
0.042,1,4.2,3.31,97.5,0.0015,5327,16,18.03,623.7,,0.042,1,4.2,10.511,0.0015,1485.234,1.4113,14.3142,10.1426,2096.107,0.7765,0.4614
0.052,1,5.2,-0.74,94.97,0.0003,5229,17,18.02,675.9,,0.052,1,5.2,10.106,0.0003,1480.95,1.4922,17.0319,11.4139,2209.879,0.7296,0.4211
0.062,1,6.2,-1.64,94.8,0.001,5223,18,18.02,708.3,,0.062,1,6.2,10.016,0.001,1471.426,1.5071,18.5062,12.2791,2217.639,0.7209,0.3993
0.072,1,7.2,-2,94.61,0.0094,5298,18,18.02,727.2,,0.072,1,7.2,9.98,0.0094,1470.241,1.4936,18.7,12.5199,2195.989,0.7288,0.3876
0.082,1,8.2,-1.99,94.93,0.0109,5280,18,18.02,736.4,,0.082,1,8.2,9.981,0.0109,1463.49,1.498,18.6946,12.4798,2192.295,0.7262,0.3821
0.092,1,9.2,-2.22,94.99,0.0102,5385,18,18.03,742.3,,0.092,1,9.2,9.958,0.0102,1458.834,1.4753,18.8199,12.7565,2152.235,0.7394,0.3786
0.102,1,10.2,-2.27,94.97,0.0183,5328,18,18.03,745.9,,0.102,1,10.2,9.953,0.0183,1458.529,1.4902,18.8473,12.6477,2173.456,0.7308,0.3765
