Geotek MSCL 7.9 - TN336_BB21-24.raw created at 7:06:20 on 1/23/2016.,,,,,,,,,,,Geotek MSCL 7.9 - TN336_BB21-24.out created at 7:12:21 on 1/23/2016.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Core Depth,Section,Sect Depth,CTD ,Tr. Time ,PW Amp   ,A Gamma  ,Mag Sus  ,Temp     ,NC Res   ,,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,MS1,Imp,FP,RES
m,,cm,mm,µsec,,cps,SI x 10^-5,°C,mV,,m,,cm,cm,,m/s,g/cc,SI x 10^-5,x 10^-8 (m^3/kg),,,Ohm.m
,,,,,,,,,,,,,,,,,,,,,,
0.002,1,0.2,6.73,999,0,8180,17,18.46,187.9,,0.002,1,0.2,10.853,0,111.5588,0.8483,13.8761,16.3567,94.6401,1.1031,1.7262
0.012,1,1.2,6.6,96.23,0.0003,4955,21,18.46,257.5,,0.012,1,1.2,10.84,0.0003,1546.804,1.4501,17.1998,11.8615,2242.952,0.754,1.2263
0.022,1,2.2,6.36,97.23,0.0191,4778,24,18.46,356.6,,0.022,1,2.2,10.816,0.0191,1521.666,1.4994,19.7818,13.1927,2281.661,0.7254,0.8614
0.032,1,3.2,6.08,97.32,0.004,4714,25,18.46,440.5,,0.032,1,3.2,10.788,0.004,1515.807,1.5206,20.7593,13.6521,2304.938,0.7131,0.685
0.042,1,4.2,5.62,97.42,0.0013,4750,26,18.46,494.7,,0.042,1,4.2,10.742,0.0013,1507.226,1.5173,21.8552,14.4037,2286.955,0.715,0.6039
0.052,1,5.2,1.92,94.7,0.0019,4790,26,18.46,527.2,,0.052,1,5.2,10.372,0.0019,1513.056,1.5603,24.1683,15.4895,2360.828,0.6901,0.5637
0.062,1,6.2,1.37,95.22,0.0091,4782,26,18.47,539.7,,0.062,1,6.2,10.317,0.0091,1493.702,1.5709,24.5411,15.6228,2346.389,0.684,0.5496
0.072,1,7.2,1.13,94.82,0.0109,4812,26,18.47,542.8,,0.072,1,7.2,10.293,0.0109,1498.908,1.5661,24.7064,15.7752,2347.513,0.6867,0.5461
0.082,1,8.2,0.8,94.81,0.006,4839,26,18.47,542.5,,0.082,1,8.2,10.26,0.006,1494.32,1.5637,24.9361,15.947,2336.645,0.6881,0.5465
0.092,1,9.2,0.28,94.45,0.0199,4690,27,18.47,543.3,,0.092,1,9.2,10.208,0.0199,1494.583,1.6139,26.2775,16.2818,2412.133,0.659,0.5455
0.102,1,10.2,0.28,94.4,0.0204,4721,27,18.47,546.4,,0.102,1,10.2,10.208,0.0204,1495.678,1.605,26.2775,16.3724,2400.546,0.6642,0.5423
0.112,1,11.2,0.05,94.05,0.0204,4597,26,18.47,547.4,,0.112,1,11.2,10.185,0.0204,1500,1.6448,25.4695,15.4844,2467.273,0.641,0.5411
0.122,1,12.2,0,93.86,0.014,4677,26,18.47,545.9,,0.122,1,12.2,10.18,0.014,1503.471,1.6221,25.5057,15.7235,2438.828,0.6542,0.5428
0.132,1,13.2,-0.13,93.99,0.0204,4701,27,18.49,539.8,,0.132,1,13.2,10.167,0.0204,1498.673,1.6172,26.5845,16.4382,2423.709,0.6571,0.5494
0.142,1,14.2,-0.17,94.43,0.0131,4785,26,18.48,535,,0.142,1,14.2,10.163,0.0131,1488.43,1.5938,25.629,16.0804,2372.271,0.6706,0.5547
0.152,1,15.2,-0.23,94.62,0.0139,4760,26,18.48,531.9,,0.152,1,15.2,10.157,0.0139,1483.423,1.6019,25.6728,16.0268,2376.238,0.666,0.5583
0.162,1,16.2,-0.29,94.62,0.0129,4742,26,18.48,531.5,,0.162,1,16.2,10.151,0.0129,1482.547,1.608,25.7166,15.9933,2383.876,0.6624,0.5588
0.172,1,17.2,-0.22,94.53,0.0148,4762,26,18.49,531.3,,0.172,1,17.2,10.158,0.0148,1485.522,1.6011,25.6655,16.0296,2378.518,0.6664,0.5589
0.182,1,18.2,-0.23,94.5,0.0175,4733,26,18.49,530.3,,0.182,1,18.2,10.157,0.0175,1486.028,1.6096,25.6728,15.9498,2391.901,0.6615,0.5601
0.192,1,19.2,-0.28,94.54,0.0199,4735,25,18.49,528.5,,0.192,1,19.2,10.152,0.0199,1484.427,1.6098,24.7205,15.3561,2389.648,0.6614,0.5621
0.202,1,20.2,-0.28,94.69,0.0143,4659,24,18.49,528.4,,0.202,1,20.2,10.152,0.0143,1481.179,1.6319,23.7316,14.5426,2417.092,0.6486,0.5623
0.212,1,21.2,-0.23,94.64,0.0141,4606,23,18.49,528.3,,0.212,1,21.2,10.157,0.0141,1482.99,1.6467,22.7105,13.7915,2442.048,0.64,0.5623
0.222,1,22.2,-0.24,94.5,0.0132,4639,22,18.49,532.4,,0.222,1,22.2,10.156,0.0132,1485.881,1.6371,21.7293,13.273,2432.542,0.6455,0.5577
