Geotek MSCL 7.9 - TN336_BB34-39_massMS.out created at 7:05:05 on 1/25/2016.


Processing Parameters

CT	RCT=11.45	W=1.27
PWAmp	A=1	B=0
PWVel	PTO=26.43
Den1	A=7.1605E-04	B=-.096198	C=9.839
MS1	A=1	B=0	Den=1	LD=14	
FP	MGD=2.75	WD=1.026	
RES	A=513.1992	B=-1.077428	p=0	


SB DEPTH	SECT NUM	SECT DEPTH	CT	PWAmp	PWVel	Den1	MS1	Imp	FP	RES
m		cm	cm		m/s	g/cc	x 10^-8 (m^3/kg)			Ohm.m

-0.637	cal sect	0.0	10.637	0.0008						63.8458
-0.577	cal sect	6.0	10.369	0.0169	1489.585	1.184			0.9084	13.4402
-0.517	cal sect	12.0	10.151	0.016	1465.848	1.1559	-0.8557	1694.414	0.9246	13.0197
-0.457	cal sect	18.0	10.186	0.0269	1471.115	1.1375	-0.861	1673.341	0.9353	12.8867
-0.397	cal sect	24.0	10.413	0.0014	1478.279	1.1152	-0.8241	1648.526	0.9483	9.1626
-0.337	cal sect	30.0	10.657	0.0027	1494.251	1.1257	-0.7639	1682.117	0.9422	3.5666
-0.277	cal sect	36.0	10.474	0.0094	1496.927	1.1391	-0.7934	1705.22	0.9344	0.4779
-0.217	cal sect	42.0	10.183	0.0077	1492.452	1.1536	-0.8497	1721.677	0.926	0.3808
-0.157	cal sect	48.0	10.185	0.0163	1486.861	1.1473	-0.8538	1705.84	0.9297	0.3848
-0.097	cal sect	54.0	10.431	0.0019	1495.484	1.1492	-0.7958	1718.596	0.9285	0.3981
-0.037	cal sect	60.0	10.345	0.0128	1497.539	1.1702	4.0017	1752.395	0.9164	0.5922
0.003	 1	0.3	10.876	0.0	111.8274	1.2182	15.3178	136.2303	0.8885	1.2691
0.013	 1	1.3	10.879	0.0	111.8583	1.4714	14.325	164.5882	0.7416	1.0554
0.023	 1	2.3	10.852	0.0	111.5807	1.4644	15.6106	163.4034	0.7457	0.8207
0.033	 1	3.3	10.8	0.0	111.046	1.4919	16.6447	165.6684	0.7298	0.67
0.043	 1	4.3	10.603	0.0	109.0204	1.4824	18.2471	161.6072	0.7353	0.5871
0.053	 1	5.3	10.236	0.0016	1505.516	1.5455	19.9927	2326.767	0.6987	0.5425
0.063	 1	6.3	10.157	0.006	1489.952	1.5279	19.3881	2276.443	0.7089	0.5199
0.073	 1	7.3	10.14	0.0046	1480.076	1.5096	20.3751	2234.319	0.7195	0.5034
0.083	 1	8.3	10.14	0.0122	1472.767	1.5073	19.7486	2219.829	0.7209	0.4943
0.093	 1	9.3	10.134	0.0118	1470.187	1.5493	18.6035	2277.81	0.6964	0.4861
0.103	 1	10.3	10.129	0.0097	1467.333	1.5252	18.9251	2237.946	0.7105	0.4794
0.113	 1	11.3	10.13	0.0099	1466.416	1.5298	18.8625	2243.331	0.7078	0.4766
0.123	 1	12.3	10.136	0.0085	1467.922	1.5353	18.7629	2253.699	0.7046	0.4736
0.133	 1	13.3	10.139	0.0037	1473.049	1.5516	17.9108	2285.514	0.6952	0.4733
0.143	 1	14.3	10.139	0.0028	1481.66	1.5575	18.4791	2307.753	0.6917	0.4717
0.153	 1	15.3	10.144	0.0034	1478.502	1.5609	17.1435	2307.765	0.6897	0.4702
0.163	 1	16.3	10.144	0.0072	1477.855	1.5373	17.4065	2271.908	0.7034	0.4717
0.173	 1	17.3	10.144	0.0101	1472.706	1.5261	17.5342	2247.5	0.7099	0.4738
0.183	 1	18.3	10.149	0.0094	1471.936	1.5169	17.6155	2232.782	0.7153	0.4746
0.193	 1	19.3	10.153	0.0091	1471.663	1.509	17.6879	2220.693	0.7199	0.4744
0.203	 1	20.3	10.154	0.0086	1470.529	1.543	17.2924	2269.086	0.7001	0.4761
0.213	 1	21.3	10.157	0.0076	1469.048	1.5351	16.7242	2255.085	0.7047	0.4761
0.223	 1	22.3	10.159	0.0078	1470.401	1.5704	16.3385	2309.133	0.6842	0.4747
0.233	 1	23.3	10.165	0.0071	1469.993	1.5784	16.2284	2320.195	0.6796	0.4736
0.243	 1	24.3	10.17	0.0068	1473.486	1.5916	16.0704	2345.24	0.6719	0.4727
0.253	 1	25.3	10.171	0.0059	1475.127	1.5372	16.6343	2267.62	0.7035	0.472
0.263	 1	26.3	10.176	0.0036	1469.034	1.5293	16.6973	2246.542	0.7081	0.4707
0.273	 1	27.3	10.184	0.0023	1439.638	1.5404	19.0838	2217.589	0.7016	0.4677
0.283	 1	28.3	10.186	0.0022	1471.54	1.5398	16.536	2265.888	0.702	0.4638
0.293	 1	29.3	10.19	0.0069	1476.598	1.5681	16.2191	2315.481	0.6855	0.4615
0.303	 1	30.3	10.191	0.0061	1471.2	1.5466	15.8077	2275.376	0.698	0.4698
0.313	 1	31.3	10.188	0.0064	1468.646	1.5379	17.1837	2258.619	0.7031	0.4884
0.323	 1	32.3	10.19	0.0071	1468.511	1.54	16.5151	2261.523	0.7018	0.4959
0.333	 1	33.3	10.196	0.0067	1468.318	1.5295	17.2393	2245.734	0.708	0.5066
0.343	 1	34.3	10.19	0.0018	1460.094	1.503	17.573	2194.478	0.7233	0.5183
0.353	 1	35.3	10.191	0.0013	1371.971	1.517	17.4061	2081.217	0.7152	0.529
0.363	 1	36.3	10.19	0.0006	1279.026	1.503	18.8747	1922.337	0.7233	0.5421
0.373	 1	37.3	10.191	0.0011	1464.856	1.5399	19.0524	2255.672	0.7019	0.5513
0.383	 1	38.3	10.191	0.0034	1475.46	1.5757	18.6186	2324.936	0.6811	0.5568
0.393	 1	39.3	10.189	0.0059	1472.612	1.6029	18.314	2360.379	0.6654	0.56
0.403	 1	40.3	10.186	0.0062	1478.374	1.6609	18.2788	2455.403	0.6317	0.5625
0.413	 1	41.3	10.191	0.0032	1485.569	1.6625	17.6471	2469.729	0.6308	0.5657
0.423	 1	42.3	10.191	0.0014	1481.465	1.5674	18.0936	2322.067	0.686	0.5687
0.433	 1	43.3	10.182	0.001	1422.862	1.5518	18.3225	2207.975	0.695	0.5718
0.443	 1	44.3	10.171	0.0011	1223.8	1.5619	17.6305	1911.507	0.6891	0.5711
0.453	 1	45.3	10.166	0.0012	1224.524	1.5732	17.5291	1926.432	0.6826	0.5675
0.463	 1	46.3	10.151	0.0013	1467.756	1.5653	17.693	2297.474	0.6872	0.5644
0.473	 1	47.3	10.152	0.0041	1478.375	1.5737	17.5934	2326.535	0.6823	0.5621
0.483	 1	48.3	10.152	0.0023	1466.628	1.5682	17.6555	2299.93	0.6855	0.5636
0.493	 1	49.3	10.163	0.0024	1445.045	1.593	17.326	2301.965	0.6711	0.5654
0.503	 1	50.3	10.161	0.002	1479.47	1.6165	17.0842	2391.532	0.6575	0.5673
0.513	 1	51.3	10.161	0.002	1475.388	1.5662	18.2619	2310.804	0.6866	0.569
0.523	 1	52.3	10.161	0.0019	1478.609	1.599	17.8878	2364.283	0.6676	0.5685
0.533	 1	53.3	10.164	0.0016	1479.045	1.6111	17.7382	2382.891	0.6606	0.6052
0.543	 1	54.3	10.17	0.0011	1494.05	1.647	17.3221	2460.701	0.6398	0.6119
0.553	 1	55.3	10.17	0.0008	1493.831	1.6414	16.7822	2451.916	0.6431	0.6119
0.563	 1	56.3	10.18	0.0006	1488.522	1.6344	16.8055	2432.898	0.6471	0.6156
0.573	 1	57.3	10.19	0.0007	1488.026	1.5673	16.8518	2332.167	0.686	0.6135
0.583	 1	58.3	10.195	0.0008	1470.715	1.5501	17.0148	2279.723	0.696	0.6079
0.593	 1	59.3	10.2	0.0009	1454.027	1.5531	16.3293	2258.292	0.6942	0.6029
0.603	 1	60.3	10.206	0.0007	1452.398	1.5662	16.1655	2274.765	0.6867	0.607
0.613	 1	61.3	10.229	0.0008	1267.848	1.546	16.2707	1960.106	0.6984	0.6033
0.623	 1	62.3	10.249	0.0006	1266.873	1.5311	15.7081	1939.766	0.707	0.5989
