Geotek MSCL 7.9 - TN336_BB39-44.out created at 15:29:08 on 1/25/2016.


Processing Parameters

CT	RCT=11.45	W=1.27
PWAmp	A=1	B=0
PWVel	PTO=26.56
Den1	A=7.1605E-04	B=-.096198	C=9.8396
MS1	A=1	B=0	Den=0	LD=14	
FP	MGD=2.75	WD=1.026	
RES	A=409.6482	B=-1.051803	p=0	


SB DEPTH	SECT NUM	SECT DEPTH	CT	PWAmp	PWVel	Den1	MS1	Imp	FP	RES
m		cm	cm		m/s	g/cc	SI x 10^-5			Ohm.m

-0.638	before cal		10.796	0.0						52.049
-0.578	cal sect	6.0	10.393	0.0209	1496.257	1.1513	-1.8483		0.9273	13.0603
-0.518	cal sect	12.0	10.196	0.0192	1475.97	1.1592	-0.9766	1710.891	0.9228	12.142
-0.458	cal sect	18.0	10.221	0.0277	1478.091	1.1338	-1.9393	1675.805	0.9375	11.775
-0.398	cal sect	24.0	10.498	0.0005	1492.041	1.1276	-0.8978	1682.464	0.9411	8.3848
-0.338	cal sect	30.0	10.705	0.0041	1498.25	1.1241	-1.6979	1684.178	0.9431	3.4858
-0.278	cal sect	36.0	10.649	0.0089	1514.148	1.1136	-1.7236	1686.156	0.9492	0.4727
-0.218	cal sect	42.0	10.272	0.0062	1498.25	1.1653	-0.9559	1745.879	0.9192	0.3639
-0.158	cal sect	48.0	10.236	0.0417	1496.272	1.1654	-0.9656	1743.812	0.9191	0.3668
-0.098	cal sect	54.0	10.357	0.0117	1499.059	1.163	-0.9334	1743.389	0.9205	0.3729
-0.038	cal sect	60.0	10.455	0.0102	1511.493	1.1512	3.6339	1739.972	0.9274	0.5374
0.002	 1	0.2	10.808	0.0	111.1431	1.0149	17.3457	112.8033	1.0064	1.3651
0.012	 1	1.2	10.825	0.0	111.3179	1.7064	20.5571	189.9539	0.6053	1.2452
0.022	 1	2.2	10.842	0.0013	1575.414	1.7225	24.5582	2713.663	0.596	1.0465
0.032	 1	3.2	10.815	0.0004	1560.381	1.7175	26.3827	2679.984	0.5989	0.8843
0.042	 1	4.2	10.767	0.0002	1559.983	1.7035	27.5554	2657.449	0.607	0.7887
0.052	 1	5.2	10.308	0.002	1567.518	1.777	32.1731	2785.472	0.5644	0.7347
0.062	 1	6.2	10.246	0.0066	1544.235	1.7891	33.7003	2762.808	0.5574	0.7006
0.072	 1	7.2	10.235	0.0027	1548.177	1.7839	34.7707	2761.776	0.5604	0.6822
0.082	 1	8.2	10.205	0.0078	1548.323	1.8039	34.0924	2792.954	0.5488	0.673
0.092	 1	9.2	10.202	0.0129	1554.235	1.8284	35.0962	2841.838	0.5345	0.665
0.102	 1	10.2	10.201	0.0167	1563.611	1.8425	35.1061	2880.901	0.5264	0.6687
0.112	 1	11.2	10.198	0.0201	1562.194	1.8527	35.1359	2894.271	0.5205	0.6736
