Geotek MSCL 7.9 - TN336_TC37-46.raw created at 22:29:13 on 1/25/2016.,,,,,,,,,,,Geotek MSCL 7.9 - TN336_TC37-46.out created at 22:31:12 on 1/25/2016.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Core Depth,Section,Sect Depth,CTD ,Tr. Time ,PW Amp   ,A Gamma  ,Mag Sus  ,Temp     ,NC Res   ,,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,MS1,Imp,FP,RES
m,,cm,mm,µsec,,cps,SI x 10^-5,°C,mV,,m,,cm,cm,,m/s,g/cc,SI x 10^-5,x 10^-8 (m^3/kg),,,Ohm.m
,,,,,,,,,,,,,,,,,,,,,,
0.002,1,0.2,6.41,999,0,8665,14,17.54,284.5,,0.002,1,0.2,10.821,0,111.2768,0.7928,11.5242,14.5364,88.2178,1.1353,1.0746
0.012,1,1.2,6.52,97.29,0.0001,5230,18,17.55,346.3,,0.012,1,1.2,10.832,0.0001,1531.458,1.3793,14.7738,10.711,2112.371,0.7951,0.8738
0.022,1,2.2,6.58,98,0.0025,5195,21,17.54,444.7,,0.022,1,2.2,10.838,0.0025,1517.077,1.3868,17.2089,12.4087,2103.954,0.7907,0.6717
0.032,1,3.2,6.34,98.15,0.0015,5106,23,17.54,538.8,,0.032,1,3.2,10.814,0.0015,1510.546,1.4114,18.9676,13.4391,2131.942,0.7765,0.5488
0.042,1,4.2,5.76,98.52,0.0002,5137,25,17.54,609,,0.042,1,4.2,10.756,0.0002,1494.719,1.4114,20.9364,14.8336,2109.674,0.7764,0.4825
0.052,1,5.2,0.95,94.66,0.0025,5219,26,17.54,652.2,,0.052,1,5.2,10.275,0.0025,1508.81,1.4568,24.8313,17.0447,2198.084,0.7501,0.449
0.062,1,6.2,0.02,94.65,0.0104,5205,26,17.54,681.9,,0.062,1,6.2,10.182,0.0104,1495.374,1.4737,25.4912,17.2978,2203.686,0.7403,0.4284
0.072,1,7.2,-0.29,94.78,0.0294,5156,26,17.54,699.7,,0.072,1,7.2,10.151,0.0294,1487.98,1.4907,25.7166,17.2519,2218.068,0.7305,0.417
0.082,1,8.2,-0.32,94.84,0.0289,5155,26,17.54,711.1,,0.082,1,8.2,10.148,0.0289,1486.233,1.4914,25.7386,17.2585,2216.5,0.7301,0.4099
0.092,1,9.2,-0.33,94.84,0.0313,5174,27,17.54,714.4,,0.092,1,9.2,10.147,0.0313,1486.087,1.4866,26.7361,17.9843,2209.273,0.7328,0.408
0.102,1,10.2,-0.28,94.94,0.0485,5143,28,17.55,713.3,,0.102,1,10.2,10.152,0.0485,1484.645,1.4938,27.6869,18.534,2217.833,0.7286,0.4086
0.112,1,11.2,-0.32,94.89,0.0341,5105,27,17.55,707.8,,0.112,1,11.2,10.148,0.0341,1485.146,1.5043,26.7285,17.7686,2234.042,0.7226,0.412
0.122,1,12.2,-0.32,94.94,0.0356,5135,27,17.55,704.4,,0.122,1,12.2,10.148,0.0356,1484.06,1.4965,26.7285,17.8607,2220.89,0.7271,0.4141
0.132,1,13.2,-0.27,95.12,0.0279,5130,27,17.55,699.5,,0.132,1,13.2,10.153,0.0279,1480.893,1.497,26.6905,17.8288,2216.968,0.7268,0.4171
0.142,1,14.2,-0.27,94.95,0.0248,5126,27,17.56,700.1,,0.142,1,14.2,10.153,0.0248,1484.574,1.4981,26.6905,17.8165,2224.012,0.7262,0.4167
0.152,1,15.2,-0.22,95.1,0.0452,5031,27,17.55,704.1,,0.152,1,15.2,10.158,0.0452,1482.054,1.5222,26.6526,17.5098,2255.91,0.7122,0.4143
0.162,1,16.2,-0.17,95.31,0.0203,4986,27,17.55,708.7,,0.162,1,16.2,10.163,0.0203,1478.255,1.5334,26.6147,17.3572,2266.688,0.7057,0.4114
0.172,1,17.2,-0.11,95.4,0.0216,5032,27,17.56,708.1,,0.172,1,17.2,10.169,0.0216,1477.193,1.5202,26.5694,17.4771,2245.689,0.7133,0.4118
0.182,1,18.2,-0.03,95.2,0.0326,4986,26,17.56,702.6,,0.182,1,18.2,10.177,0.0326,1482.663,1.5312,25.5274,16.671,2270.32,0.7069,0.4152
0.192,1,19.2,-0.03,95.26,0.0415,5080,27,17.56,699.8,,0.192,1,19.2,10.177,0.0415,1481.368,1.5065,26.5092,17.597,2231.629,0.7213,0.417
0.202,1,20.2,-0.01,95.12,0.0412,5056,26,17.56,699.8,,0.202,1,20.2,10.179,0.0412,1484.685,1.5124,25.5129,16.8687,2245.495,0.7178,0.4169
0.212,1,21.2,0.04,95.22,0.0466,5116,25,17.57,700.2,,0.212,1,21.2,10.184,0.0466,1483.251,1.4961,24.4969,16.3738,2219.089,0.7273,0.4167
0.222,1,22.2,0.09,95.32,0.0313,5087,26,17.57,701.7,,0.222,1,22.2,10.189,0.0313,1481.821,1.5029,25.4407,16.9281,2226.985,0.7234,0.4158
