Geotek MSCL 7.9 - TN336_TC44-54.raw created at 23:11:36 on 1/27/2016.,,,,,,,,,,,Geotek MSCL 7.9 - TN336_TC44-54.out created at 23:12:24 on 1/27/2016.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Core Depth,Section,Sect Depth,CTD ,Tr. Time ,PW Amp   ,A Gamma  ,Mag Sus  ,Temp     ,NC Res   ,,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,MS1,Imp,FP,RES
m,,cm,mm,µsec,,cps,SI x 10^-5,¡C,mV,,m,,cm,cm,,m/s,g/cc,x 10^-8 (m^3/kg),x 10^-8 (m^3/kg),,,Ohm.m
,,,,,,,,,,,,,,,,,,,,,,
0.002,1,0.2,6.42,999,0,8120,10,17.32,289,,0.002,1,0.2,10.822,0,111.3879,0.9188,8.2294,8.9571,102.3384,1.0622,1.0647
0.012,1,1.2,6.15,999,0,5429,12,17.32,332,,0.012,1,1.2,10.795,0,111.11,1.3541,9.946,7.3449,150.4583,0.8097,0.9183
0.022,1,2.2,6.38,97.3,0.0003,5286,14,17.32,414.8,,0.022,1,2.2,10.818,0.0003,1548.526,1.3817,11.5333,8.3474,2139.538,0.7937,0.7244
0.032,1,3.2,6.1,97.8,0.0002,5292,15,17.33,509.8,,0.032,1,3.2,10.79,0.0002,1533.542,1.3839,12.449,8.9953,2122.339,0.7924,0.5813
0.042,1,4.2,5.49,999,0,5369,17,17.33,591.5,,0.042,1,4.2,10.729,0.00035,1523.478,1.3752,14.3395,10.4272,151.8643,0.7974,0.4961
0.052,1,5.2,1.43,95.65,0.0005,5393,17,17.32,650.1,,0.052,1,5.2,10.323,0.0005,1513.414,1.424,16.0193,11.2497,2155.058,0.7692,0.4486
0.062,1,6.2,0.28,95.29,0.0044,5435,17,17.32,688.6,,0.062,1,6.2,10.208,0.0044,1504.495,1.4307,16.5451,11.5645,2152.449,0.7653,0.4219
0.072,1,7.2,-0.16,95.1,0.0047,5359,17,17.33,712.1,,0.072,1,7.2,10.164,0.0047,1502.217,1.4539,16.7527,11.5225,2184.081,0.7518,0.4071
0.082,1,8.2,-0.28,95.2,0.0114,5309,18,17.32,724.5,,0.082,1,8.2,10.152,0.0114,1498.229,1.467,17.7987,12.1326,2197.925,0.7442,0.3996
0.092,1,9.2,-0.32,95.24,0.0265,5411,18,17.32,733.8,,0.092,1,9.2,10.148,0.0265,1496.755,1.4445,17.819,12.3358,2162.05,0.7573,0.3942
0.102,1,10.2,-0.33,95.34,0.0294,5323,17,17.32,738.3,,0.102,1,10.2,10.147,0.0294,1494.404,1.4645,16.8339,11.4943,2188.603,0.7456,0.3917
0.112,1,11.2,-0.33,95.53,0.0165,5391,18,17.33,741.8,,0.112,1,11.2,10.147,0.0165,1490.233,1.4491,17.8241,12.2999,2159.526,0.7546,0.3897
0.122,1,12.2,-0.32,95.41,0.0128,5336,18,17.33,744.8,,0.122,1,12.2,10.148,0.0128,1493.011,1.4614,17.819,12.1929,2181.92,0.7474,0.388
0.132,1,13.2,-0.32,95.36,0.014,5354,18,17.32,746.9,,0.132,1,13.2,10.148,0.014,1494.111,1.4573,17.819,12.2272,2177.413,0.7498,0.3868
0.142,1,14.2,-0.28,95.48,0.0118,5360,18,17.33,747.6,,0.142,1,14.2,10.152,0.0118,1492.063,1.4554,17.7987,12.2295,2171.545,0.7509,0.3865
0.152,1,15.2,-0.27,95.64,0.0121,5331,18,17.33,748.7,,0.152,1,15.2,10.153,0.0121,1488.71,1.4618,17.7937,12.1721,2176.258,0.7472,0.3859
0.162,1,16.2,-0.22,95.63,0.007,5294,18,17.33,749.2,,0.162,1,16.2,10.158,0.007,1489.661,1.4696,17.7684,12.0907,2189.193,0.7427,0.3856
0.172,1,17.2,-0.14,95.44,0.0082,5306,18,17.34,750.7,,0.172,1,17.2,10.166,0.0082,1495,1.4657,17.7281,12.0954,2191.194,0.745,0.3848
0.182,1,18.2,-0.12,95.62,0.007,5271,18,17.34,750.2,,0.182,1,18.2,10.168,0.007,1491.346,1.4734,17.718,12.0249,2197.416,0.7405,0.385
0.192,1,19.2,-0.12,95.65,0.007,5400,18,17.34,745.6,,0.192,1,19.2,10.168,0.007,1490.691,1.4441,17.718,12.2691,2152.72,0.7575,0.3876
0.202,1,20.2,-0.02,95.46,0.0134,5291,18,17.33,741.1,,0.202,1,20.2,10.178,0.0134,1496.325,1.4674,17.6678,12.0403,2195.695,0.744,0.3901
0.212,1,21.2,-0.03,95.65,0.0212,5303,18,17.34,736.3,,0.212,1,21.2,10.177,0.0212,1492.01,1.4648,17.6728,12.0651,2185.473,0.7455,0.3928
0.222,1,22.2,-0.03,95.78,0.019,5285,18,17.34,735.1,,0.222,1,22.2,10.177,0.019,1489.172,1.4689,17.6728,12.0312,2187.468,0.7431,0.3935
0.232,1,23.2,0.08,95.69,0.0201,5232,19,17.35,734.1,,0.232,1,23.2,10.188,0.0201,1492.747,1.4796,18.5965,12.5687,2208.65,0.7369,0.3941
0.242,1,24.2,0.12,95.81,0.0215,5259,18,17.34,731.4,,0.242,1,24.2,10.192,0.0215,1490.712,1.4727,17.5978,11.949,2195.438,0.7409,0.3956
0.252,1,25.2,0.18,95.93,0.0113,5235,18,17.34,731.3,,0.252,1,25.2,10.198,0.0113,1488.976,1.4774,17.568,11.8908,2199.872,0.7381,0.3957
0.262,1,26.2,0.22,95.97,0.0099,5136,18,17.35,732.1,,0.262,1,26.2,10.202,0.0099,1488.691,1.5001,17.5481,11.6976,2233.255,0.725,0.3952
0.272,1,27.2,0.23,95.85,0.0101,5183,18,17.36,732.1,,0.272,1,27.2,10.203,0.0101,1491.449,1.4889,17.5431,11.7828,2220.578,0.7315,0.3952
0.282,1,28.2,0.24,95.47,0.0138,5198,17,17.35,729.7,,0.282,1,28.2,10.204,0.0138,1499.926,1.4852,16.5638,11.1526,2227.697,0.7336,0.3966
0.292,1,29.2,0.28,95.72,0.0294,5216,18,17.35,722.2,,0.292,1,29.2,10.208,0.0294,1495.021,1.4804,17.5183,11.8334,2213.249,0.7364,0.401
0.302,1,30.2,0.29,95.77,0.02,5168,17,17.35,717.2,,0.302,1,30.2,10.209,0.02,1494.073,1.4915,16.5404,11.0896,2228.458,0.73,0.404
0.312,1,31.2,0.34,95.91,0.017,5158,18,17.36,702.9,,0.312,1,31.2,10.214,0.017,1491.748,1.4932,17.4887,11.7125,2227.426,0.729,0.4128
0.322,1,32.2,0.28,95.84,0.0213,5155,18,17.36,700.9,,0.322,1,32.2,10.208,0.0213,1492.398,1.4948,17.5183,11.7199,2230.766,0.7281,0.414
0.332,1,33.2,0.34,95.82,0.0196,5073,18,17.36,696.8,,0.332,1,33.2,10.214,0.0196,1493.712,1.5135,17.4887,11.5552,2260.723,0.7172,0.4166
0.342,1,34.2,0.34,96.1,0.0161,5110,18,17.36,692,,0.342,1,34.2,10.214,0.0161,1487.62,1.5046,17.4887,11.6235,2238.259,0.7224,0.4197
0.352,1,35.2,0.35,96.02,0.0127,5235,17,17.37,684.9,,0.352,1,35.2,10.215,0.0127,1489.501,1.475,16.5124,11.195,2196.985,0.7396,0.4243
0.362,1,36.2,0.35,95.83,0.0231,5128,18,17.37,675.3,,0.362,1,36.2,10.215,0.0231,1493.639,1.5001,17.4837,11.6547,2240.672,0.725,0.4307
0.372,1,37.2,0.29,96.1,0.0243,5119,18,17.37,666.2,,0.372,1,37.2,10.209,0.0243,1486.892,1.5032,17.5134,11.651,2235.056,0.7232,0.437
0.382,1,38.2,0.34,96.18,0.0158,5183,17,17.37,656.6,,0.382,1,38.2,10.214,0.0158,1485.889,1.4873,16.5171,11.1056,2209.917,0.7324,0.4439
0.392,1,39.2,0.34,96.19,0.0125,5054,17,17.37,647.6,,0.392,1,39.2,10.214,0.0125,1485.673,1.5181,16.5171,10.8801,2255.397,0.7146,0.4504
0.402,1,40.2,0.3,96.25,0.0131,5102,17,17.38,641.7,,0.402,1,40.2,10.21,0.0131,1483.796,1.5071,16.5358,10.9719,2236.227,0.7209,0.4548
0.412,1,41.2,0.34,96.17,0.0132,5092,18,17.37,638.5,,0.412,1,41.2,10.214,0.0132,1486.105,1.5089,17.4887,11.5903,2242.4,0.7199,0.4573
0.422,1,42.2,0.29,96.17,0.0105,5067,18,17.38,636.3,,0.422,1,42.2,10.209,0.0105,1485.378,1.5157,17.5134,11.5548,2251.368,0.716,0.459
0.432,1,43.2,0.29,96.06,0.0085,5066,18,17.38,634.3,,0.432,1,43.2,10.209,0.0085,1487.759,1.5159,17.5134,11.5529,2255.337,0.7158,0.4605
0.442,1,44.2,0.29,96.06,0.0071,5021,18,17.38,631.6,,0.442,1,44.2,10.209,0.0071,1487.759,1.5269,17.5134,11.4699,2271.656,0.7095,0.4626
0.452,1,45.2,0.29,95.91,0.0075,5038,18,17.38,625.6,,0.452,1,45.2,10.209,0.0075,1491.018,1.5227,17.5134,11.5012,2270.432,0.7119,0.4674
0.462,1,46.2,0.29,95.74,0.0074,5060,18,17.38,620.1,,0.462,1,46.2,10.209,0.0074,1494.729,1.5174,17.5134,11.5418,2268.079,0.715,0.4717
0.472,1,47.2,0.25,95.73,0.0139,5051,18,17.39,613.6,,0.472,1,47.2,10.205,0.0139,1494.362,1.5202,17.5332,11.5337,2271.68,0.7134,0.4771
0.482,1,48.2,0.24,95.8,0.0158,5003,18,17.39,610.8,,0.482,1,48.2,10.204,0.0158,1492.686,1.5321,17.5382,11.4474,2286.903,0.7065,0.4794
0.492,1,49.2,0.38,96.05,0.0141,5064,19,17.39,608,,0.492,1,49.2,10.218,0.0141,1489.287,1.5151,18.4394,12.1706,2256.387,0.7163,0.4817
0.502,1,50.2,0.44,95.8,0.0142,5066,18,17.39,607,,0.502,1,50.2,10.224,0.0142,1495.611,1.5137,17.4394,11.521,2263.915,0.7171,0.4826
0.512,1,51.2,0.43,95.74,0.0216,4987,18,17.4,605.9,,0.512,1,51.2,10.223,0.0216,1496.779,1.5332,17.4443,11.3779,2294.816,0.7058,0.4836
0.522,1,52.2,0.43,95.99,0.0233,5040,18,17.39,605.1,,0.522,1,52.2,10.223,0.0233,1491.32,1.5202,17.4443,11.4753,2267.055,0.7134,0.4842
0.532,1,53.2,0.48,96.2,0.0142,5095,18,17.4,607.8,,0.532,1,53.2,10.228,0.0142,1487.493,1.5061,17.4197,11.5659,2240.35,0.7215,0.482
0.542,1,54.2,0.5,96.11,0.0111,5108,19,17.39,609.4,,0.542,1,54.2,10.23,0.0111,1489.733,1.5027,18.3771,12.2293,2238.646,0.7235,0.4806
0.552,1,55.2,0.52,96.08,0.0124,5198,18,17.4,609.4,,0.552,1,55.2,10.232,0.0124,1490.676,1.4811,17.4001,11.7478,2207.899,0.736,0.4806
0.562,1,56.2,0.57,96.06,0.0148,5194,18,17.39,611.5,,0.562,1,56.2,10.237,0.0148,1491.839,1.4814,17.3756,11.7295,2209.938,0.7359,0.4788
0.572,1,57.2,0.58,95.85,0.0195,5109,19,17.4,608.5,,0.572,1,57.2,10.238,0.0195,1496.565,1.5013,18.3357,12.2132,2246.796,0.7243,0.4813
0.582,1,58.2,0.57,96.04,0.018,5072,18,17.4,602.4,,0.582,1,58.2,10.237,0.018,1492.274,1.5103,17.3756,11.5045,2253.833,0.7191,0.4866
0.592,1,59.2,0.47,95.98,0.0187,5016,19,17.4,598,,0.592,1,59.2,10.227,0.0187,1492.121,1.5254,18.3926,12.0573,2276.135,0.7103,0.4904
0.602,1,60.2,0.55,95.82,0.0229,5061,19,17.41,593.3,,0.602,1,60.2,10.235,0.0229,1496.783,1.5133,18.3512,12.1267,2265.063,0.7174,0.4945
0.612,1,61.2,0.37,95.73,0.0227,5320,19,17.41,590.1,,0.612,1,61.2,10.217,0.0227,1496.119,1.4552,18.4446,12.6752,2177.123,0.7511,0.4974
0.622,1,62.2,0.32,95.8,0.0174,5343,19,17.41,590.6,,0.622,1,62.2,10.212,0.0174,1493.856,1.4507,18.4707,12.7324,2167.107,0.7537,0.4969
0.632,1,63.2,0.3,95.73,0.0177,5205,19,17.42,590.5,,0.632,1,63.2,10.21,0.0177,1495.094,1.4827,18.4811,12.4646,2216.765,0.7351,0.497
0.642,1,64.2,0.22,95.79,0.0172,5070,19,17.41,589.1,,0.642,1,64.2,10.202,0.0172,1492.611,1.516,18.523,12.2183,2262.799,0.7158,0.4982
0.652,1,65.2,0.22,95.73,0.0208,4978,19,17.41,587,,0.652,1,65.2,10.202,0.0208,1493.923,1.5386,18.523,12.0392,2298.484,0.7027,0.5002
0.662,1,66.2,0.17,95.86,0.0195,4884,19,17.41,583,,0.662,1,66.2,10.197,0.0195,1490.354,1.5629,18.5492,11.8681,2329.335,0.6885,0.5038
0.672,1,67.2,0.12,95.76,0.0161,4833,19,17.41,578.3,,0.672,1,67.2,10.192,0.0161,1491.803,1.5768,18.5755,11.7806,2352.256,0.6805,0.5082
0.682,1,68.2,0.07,95.61,0.0163,4918,19,17.41,574.7,,0.682,1,68.2,10.187,0.0163,1494.352,1.5559,18.6018,11.956,2324.989,0.6927,0.5116
0.692,1,69.2,0.02,95.55,0.0199,4877,20,17.42,570.6,,0.692,1,69.2,10.182,0.0199,1494.935,1.567,19.6086,12.5132,2342.607,0.6862,0.5155
0.702,1,70.2,0.02,95.61,0.0191,4886,19,17.42,568.1,,0.702,1,70.2,10.182,0.0191,1493.619,1.5647,18.6282,11.905,2337.116,0.6875,0.5179
0.712,1,71.2,0.03,95.76,0.0166,4852,19,17.45,565.6,,0.712,1,71.2,10.183,0.0166,1490.486,1.5733,18.6229,11.837,2344.955,0.6826,0.5204
