Geotek MSCL 7.9 - TN336_TC26-30.raw created at 1:57:21 on 1/24/2016.,,,,,,,,,,,Geotek MSCL 7.9 - TN336_TC26-30.out created at 1:59:58 on 1/24/2016.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Core Depth,Section,Sect Depth,CTD ,Tr. Time ,PW Amp   ,A Gamma  ,Mag Sus  ,Temp     ,NC Res   ,,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,MS1,Imp,FP,RES
m,,cm,mm,_sec,,cps,SI x 10^-5,_C,mV,,m,,cm,cm,,m/s,g/cc,x 10^-8 (m^3/kg),x 10^-8 (m^3/kg),,,Ohm.m
,,,,,,,,,,,,,,,,,,,,,,
0.003,1,0.3,6.7,999,0,8361,12,18.26,278.3,,0.003,1,0.3,10.85,0,111.528,0.8237,9.8026,11.9011,91.8628,1.1174,1.1429
0.013,1,1.3,6.69,999,0,5207,15,18.26,356.1,,0.013,1,1.3,10.849,0,111.5177,1.3867,12.2565,8.8388,154.6378,0.7908,0.873
0.023,1,2.3,6.89,97.81,0.0028,5119,16,18.26,464.2,,0.023,1,2.3,10.869,0.0028,1516.746,1.4054,13.005,9.2538,2131.583,0.78,0.6534
0.033,1,3.3,6.63,97.78,0.0008,5191,17,18.27,564.6,,0.033,1,3.3,10.843,0.0008,1513.751,1.3913,13.9127,9.9999,2106.042,0.7881,0.5275
0.043,1,4.3,5.61,98.33,0.0001,5323,18,18.27,644.5,,0.043,1,4.3,10.741,0.0001,1488.085,1.3729,15.1345,11.0236,2043.032,0.7988,0.4565
0.053,1,5.3,1.08,94.96,0.0055,5155,19,18.27,687.6,,0.053,1,5.3,10.288,0.0055,1495.132,1.4755,18.08,12.2535,2206.053,0.7393,0.4254
0.063,1,6.3,0.3,95.08,0.0055,5145,20,18.28,712.6,,0.063,1,6.3,10.21,0.0055,1481.213,1.4893,19.4538,13.062,2206.032,0.7312,0.4091
0.073,1,7.3,0.09,94.93,0.0036,5227,19,18.27,729.8,,0.073,1,7.3,10.189,0.0036,1481.39,1.4714,18.5913,12.6351,2179.718,0.7416,0.3985
