Geotek MSCL 7.9 - TN336_TC32-36.raw created at 19:34:14 on 1/24/2016.,,,,,,,,,,,Geotek MSCL 7.9 - TN336_TC32-36.out created at 19:35:24 on 1/24/2016.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Core Depth,Section,Sect Depth,CTD ,Tr. Time ,PW Amp   ,A Gamma  ,Mag Sus  ,Temp     ,NC Res   ,,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,MS1,Imp,FP,RES
m,,cm,mm,µsec,,cps,SI x 10^-5,¡C,mV,,m,,cm,cm,,m/s,g/cc,x 10^-8 (m^3/kg),x 10^-8 (m^3/kg),,,Ohm.m
,,,,,,,,,,,,,,,,,,,,,,
0.001,1,0.1,6.41,999,0,9392,16,18.88,264.3,,0.001,1,0.1,10.821,0,111.2619,0.7041,13.1705,18.705,78.3412,1.1867,1.2611
0.011,1,1.1,6.47,999,0,5044,19,18.88,317.3,,0.011,1,1.1,10.827,0,111.3236,1.4241,15.6152,10.9647,158.5395,0.7691,1.0355
0.021,1,2.1,6.58,98.25,0.0001,5128,22,18.88,412.6,,0.021,1,2.1,10.838,0.0001,1509.05,1.4022,18.0284,12.8575,2115.944,0.7818,0.7803
0.031,1,3.1,6.44,98.13,0.0005,5091,24,18.88,509.2,,0.031,1,3.1,10.824,0.0005,1509.623,1.413,19.7401,13.9705,2133.067,0.7755,0.6221
0.041,1,4.1,5.82,98.12,0.0005,5170,26,18.88,578.6,,0.041,1,4.1,10.762,0.0005,1501.186,1.4019,21.7392,15.5069,2104.511,0.782,0.542
0.051,1,5.1,1.26,95.37,0.0005,5120,27,18.89,626.1,,0.051,1,5.1,10.306,0.0005,1494.923,1.4766,25.5635,17.3126,2207.382,0.7386,0.4979
0.061,1,6.1,0.19,94.87,0.0081,5151,27,18.88,655.5,,0.061,1,6.1,10.199,0.0081,1490.21,1.4841,26.3445,17.7508,2211.663,0.7343,0.4738
0.071,1,7.1,-0.26,94.96,0.0047,5133,27,18.87,671.9,,0.071,1,7.1,10.154,0.0047,1481.687,1.4953,26.6829,17.8441,2215.617,0.7278,0.4614
0.081,1,8.1,-0.32,94.86,0.008,5104,27,18.87,679.7,,0.081,1,8.1,10.148,0.008,1482.975,1.5037,26.7285,17.7749,2229.983,0.7229,0.4557
0.091,1,9.1,-0.37,95.14,0.0279,5133,27,18.88,682.5,,0.091,1,9.1,10.143,0.0279,1476.204,1.497,26.7666,17.8807,2209.813,0.7268,0.4536
0.101,1,10.1,-0.37,95.01,0.023,5109,26,18.88,685.3,,0.101,1,10.1,10.143,0.023,1479.003,1.5032,25.7752,17.1473,2223.186,0.7232,0.4517
0.111,1,11.1,-0.37,94.95,0.0255,5088,26,18.88,689.5,,0.111,1,11.1,10.143,0.0255,1480.298,1.5086,25.7752,17.0852,2233.22,0.7201,0.4487
0.121,1,12.1,-0.32,94.99,0.0263,5013,26,18.87,691.2,,0.121,1,12.1,10.148,0.0263,1480.163,1.5276,25.7386,16.8488,2261.132,0.709,0.4475
0.131,1,13.1,-0.31,94.89,0.0198,5025,26,18.88,692.1,,0.131,1,13.1,10.149,0.0198,1482.472,1.5243,25.7312,16.8808,2259.717,0.711,0.4469
0.141,1,14.1,-0.27,94.73,0.0175,5018,25,18.87,695.1,,0.141,1,14.1,10.153,0.0175,1486.53,1.5255,24.7134,16.1997,2267.768,0.7102,0.4448
0.151,1,15.1,-0.22,94.82,0.0148,5075,25,18.87,695.1,,0.151,1,15.1,10.158,0.0148,1485.305,1.5098,24.6783,16.3455,2242.503,0.7194,0.4449
0.161,1,16.1,-0.22,94.89,0.0145,5073,24,18.88,694,,0.161,1,16.1,10.158,0.0145,1483.786,1.5103,23.6912,15.6863,2240.985,0.7191,0.4456
0.171,1,17.1,-0.13,94.96,0.0098,5148,24,18.87,692.6,,0.171,1,17.1,10.167,0.0098,1483.584,1.4896,23.6307,15.8641,2209.9,0.7311,0.4465
0.181,1,18.1,-0.12,94.96,0.0084,5081,24,18.88,690.8,,0.181,1,18.1,10.168,0.0084,1483.73,1.5067,23.624,15.6788,2235.599,0.7211,0.4478
0.191,1,19.1,-0.07,95.23,0.0111,5098,23,18.88,688.9,,0.191,1,19.1,10.173,0.0111,1478.634,1.5016,22.6076,15.0558,2220.291,0.7241,0.4491
0.201,1,20.1,-0.02,95.05,0.0096,5226,23,18.88,689.4,,0.201,1,20.1,10.178,0.0096,1483.241,1.4682,22.5755,15.3767,2177.646,0.7435,0.4488
0.211,1,21.1,0.03,94.7,0.0102,5109,23,18.88,687.1,,0.211,1,21.1,10.183,0.0102,1491.578,1.4973,22.5435,15.0565,2233.281,0.7266,0.4504
0.221,1,22.1,0.06,94.94,0.0233,5117,22,18.88,684.7,,0.221,1,22.1,10.186,0.0233,1486.79,1.4948,21.545,14.4138,2222.386,0.7281,0.4521
0.231,1,23.1,0.13,95.15,0.0195,4964,22,18.89,681.9,,0.231,1,23.1,10.193,0.0195,1483.265,1.5339,21.5024,14.0179,2275.209,0.7054,0.4541
0.241,1,24.1,0.13,95.18,0.0149,4900,21,18.88,681.7,,0.241,1,24.1,10.193,0.0149,1482.618,1.5512,20.525,13.2317,2299.834,0.6954,0.4542
0.251,1,25.1,0.18,95.14,0.0111,4979,22,18.89,681.7,,0.251,1,25.1,10.198,0.0111,1484.209,1.5292,21.472,14.0417,2269.593,0.7081,0.4543
0.261,1,26.1,0.19,95.3,0.0079,5078,21,18.88,683.3,,0.261,1,26.1,10.199,0.0079,1480.906,1.5029,20.4902,13.6334,2225.717,0.7234,0.4531
0.271,1,27.1,0.24,95.2,0.0077,5018,21,18.89,684.6,,0.271,1,27.1,10.204,0.0077,1483.786,1.5179,20.4612,13.4798,2252.269,0.7147,0.4522
0.281,1,28.1,0.28,95.29,0.0091,5040,21,18.88,685,,0.281,1,28.1,10.208,0.0091,1482.428,1.5115,20.4381,13.5214,2240.747,0.7184,0.4519
0.291,1,29.1,0.33,95.81,0.0061,5071,20,18.89,686.1,,0.291,1,29.1,10.213,0.0061,1472.038,1.5027,19.4373,12.9349,2212.035,0.7235,0.4511
0.301,1,30.1,0.34,95.62,0.0051,4975,21,18.88,688.1,,0.301,1,30.1,10.214,0.0051,1476.225,1.5278,20.4035,13.3545,2255.421,0.7089,0.4497
0.311,1,31.1,0.34,95.47,0.0092,5080,21,18.88,682,,0.311,1,31.1,10.214,0.0092,1479.432,1.5002,20.4035,13.6003,2219.469,0.7249,0.454
0.321,1,32.1,0.34,95.72,0.0102,5071,22,18.89,678.3,,0.321,1,32.1,10.214,0.0102,1474.094,1.5026,21.375,14.2258,2214.908,0.7236,0.4567
0.331,1,33.1,0.34,95.63,0.0084,5054,22,18.88,676.7,,0.331,1,33.1,10.214,0.0084,1476.012,1.507,21.375,14.184,2224.33,0.721,0.4579
0.341,1,34.1,0.33,95.86,0.0086,5161,21,18.89,669.9,,0.341,1,34.1,10.213,0.0086,1470.978,1.4795,20.4092,13.7942,2176.38,0.7369,0.4628
0.351,1,35.1,0.31,95.66,0.0063,5112,22,18.89,659,,0.351,1,35.1,10.211,0.0063,1474.938,1.4924,21.3932,14.3349,2201.172,0.7295,0.4711
0.361,1,36.1,0.34,95.9,0.0075,5103,21,18.89,647.7,,0.361,1,36.1,10.214,0.0075,1470.275,1.4943,20.4035,13.6545,2196.979,0.7284,0.48
0.371,1,37.1,0.34,95.97,0.0067,5186,22,18.89,639,,0.371,1,37.1,10.214,0.0067,1468.795,1.4731,21.375,14.5106,2163.623,0.7407,0.4871
0.381,1,38.1,0.34,95.91,0.0051,5226,21,18.89,631.2,,0.381,1,38.1,10.214,0.0051,1470.063,1.463,20.4035,13.9464,2150.692,0.7465,0.4935
0.391,1,39.1,0.29,95.86,0.0055,5120,21,18.89,624.9,,0.391,1,39.1,10.209,0.0055,1470.402,1.4906,20.4323,13.7073,2191.803,0.7305,0.4989
0.401,1,40.1,0.32,95.62,0.0066,5033,22,18.89,620,,0.401,1,40.1,10.212,0.0066,1475.936,1.5128,21.3871,14.1376,2232.771,0.7176,0.5031
0.411,1,41.1,0.26,95.65,0.0073,5026,22,18.89,612.9,,0.411,1,41.1,10.206,0.0073,1474.429,1.5155,21.4234,14.1361,2234.518,0.7161,0.5095
0.421,1,42.1,0.19,95.4,0.0111,4956,22,18.89,605.3,,0.421,1,42.1,10.199,0.0111,1478.759,1.5352,21.4659,13.9828,2270.131,0.7047,0.5163
0.431,1,43.1,0.19,95.39,0.0173,5059,22,18.89,599.8,,0.431,1,43.1,10.199,0.0173,1478.973,1.5079,21.4659,14.2357,2230.138,0.7205,0.5214
0.441,1,44.1,0.19,95.33,0.0126,4974,22,18.88,593.8,,0.441,1,44.1,10.199,0.0126,1480.261,1.5303,21.4659,14.0268,2265.309,0.7075,0.5271
0.451,1,45.1,0.19,95.29,0.0091,5023,22,18.89,589.5,,0.451,1,45.1,10.199,0.0091,1481.121,1.5173,21.4659,14.147,2247.371,0.715,0.5313
0.461,1,46.1,0.15,95.4,0.0088,4907,22,18.88,584,,0.461,1,46.1,10.195,0.0088,1478.179,1.549,21.4902,13.8737,2289.684,0.6966,0.5366
0.471,1,47.1,0.09,95.19,0.008,4778,23,18.89,580.6,,0.471,1,47.1,10.189,0.008,1481.821,1.5856,22.5052,14.1938,2349.519,0.6754,0.54
0.481,1,48.1,0.09,94.96,0.0077,4781,23,18.89,583.3,,0.481,1,48.1,10.189,0.0077,1486.794,1.5847,22.5052,14.2014,2356.151,0.6759,0.5373
0.491,1,49.1,0.34,95.09,0.008,4754,23,18.89,581.9,,0.491,1,49.1,10.214,0.008,1487.62,1.5884,22.3466,14.0684,2362.986,0.6738,0.5387
0.501,1,50.1,0.34,94.91,0.0096,4797,23,18.89,578.8,,0.501,1,50.1,10.214,0.0096,1491.53,1.5764,22.3466,14.176,2351.198,0.6808,0.5418
0.511,1,51.1,0.35,94.93,0.0108,4775,23,18.89,578.2,,0.511,1,51.1,10.215,0.0108,1491.241,1.5824,22.3403,14.1183,2359.692,0.6773,0.5425
0.521,1,52.1,0.44,95.1,0.013,4769,24,18.89,579.5,,0.521,1,52.1,10.224,0.013,1488.86,1.5827,23.2525,14.692,2356.357,0.6771,0.5411
0.531,1,53.1,0.48,95.03,0.0089,4806,23,18.89,579.2,,0.531,1,53.1,10.228,0.0089,1490.962,1.5717,22.2585,14.162,2343.35,0.6835,0.5414
0.541,1,54.1,0.59,95.13,0.0084,4784,23,18.89,581.8,,0.541,1,54.1,10.239,0.0084,1490.393,1.5761,22.1896,14.0784,2349.071,0.6809,0.5388
0.551,1,55.1,0.64,94.94,0.0075,4686,24,18.89,579.7,,0.551,1,55.1,10.244,0.0075,1495.256,1.6031,23.1218,14.4232,2397.037,0.6653,0.5409
0.561,1,56.1,0.66,95.17,0.007,4903,24,18.89,584,,0.561,1,56.1,10.246,0.007,1490.544,1.5424,23.1088,14.9827,2298.958,0.7005,0.5367
0.571,1,57.1,0.67,95.26,0.0093,4851,24,18.89,588.5,,0.571,1,57.1,10.247,0.0093,1488.74,1.5564,23.1023,14.8436,2317.039,0.6924,0.5323
0.581,1,58.1,0.64,95.34,0.0111,4911,24,18.89,593.2,,0.581,1,58.1,10.244,0.0111,1486.577,1.5405,23.1218,15.0093,2290.072,0.7016,0.5277
0.591,1,59.1,0.64,95.35,0.0159,4907,23,18.89,595.5,,0.591,1,59.1,10.244,0.0159,1486.361,1.5416,22.1584,14.3738,2291.346,0.7009,0.5255
0.601,1,60.1,0.58,95.3,0.012,4948,23,18.89,595,,0.601,1,60.1,10.238,0.012,1486.569,1.5315,22.1959,14.4934,2276.608,0.7068,0.526
0.611,1,61.1,0.53,95.4,0.0119,4930,23,18.89,595.3,,0.611,1,61.1,10.233,0.0119,1483.688,1.537,22.2272,14.4611,2280.476,0.7036,0.5256
0.621,1,62.1,0.48,95.49,0.0101,4962,23,18.89,592.5,,0.621,1,62.1,10.228,0.0101,1481.031,1.5292,22.2585,14.5556,2264.799,0.7081,0.5284
0.631,1,63.1,0.43,95.41,0.0133,4925,23,18.88,588.4,,0.631,1,63.1,10.223,0.0133,1482.024,1.5399,22.2899,14.4751,2282.142,0.7019,0.5323
0.641,1,64.1,0.41,95.41,0.0126,4849,23,18.89,586.1,,0.641,1,64.1,10.221,0.0126,1481.734,1.5609,22.3025,14.2884,2312.815,0.6897,0.5346
0.651,1,65.1,0.37,95.24,0.0104,4918,24,18.89,583.2,,0.651,1,65.1,10.217,0.0104,1484.813,1.5427,23.2985,15.1026,2290.588,0.7003,0.5375
0.661,1,66.1,0.29,95.31,0.0114,4951,24,18.9,582.4,,0.661,1,66.1,10.209,0.0114,1482.143,1.535,23.3512,15.2125,2275.084,0.7048,0.5382
0.671,1,67.1,0.24,95.44,0.0102,4891,25,18.9,581.4,,0.671,1,67.1,10.204,0.0102,1478.626,1.552,24.3586,15.6952,2294.792,0.6949,0.5393
0.681,1,68.1,0.23,95.41,0.0089,4871,25,18.9,580.7,,0.681,1,68.1,10.203,0.0089,1479.124,1.5576,24.3655,15.643,2303.874,0.6917,0.54
0.691,1,69.1,0.23,95.37,0.0094,4884,25,18.9,580.4,,0.691,1,69.1,10.203,0.0094,1479.983,1.554,24.3655,15.6788,2299.948,0.6937,0.5403
0.701,1,70.1,0.18,95.27,0.0095,4680,26,18.9,576.1,,0.701,1,70.1,10.198,0.0095,1481.406,1.6121,25.3759,15.7414,2388.108,0.6601,0.5446
0.711,1,71.1,0.17,95.24,0.0092,4799,26,18.9,574.3,,0.711,1,71.1,10.197,0.0092,1481.907,1.5784,25.3831,16.0812,2339.094,0.6796,0.5464
