<PWAVE-TN336_TC49-60--638>
<PWAVE SAMPLE POINT>
Depth In Core=-63.80
Depth In Section=0.00
SBD=0.00
Core ID=TN336_TC49-60
Section Number=cal
Section Length=63.80
Comments=Core TN336_TC49-60 logged at 03:57:27 on 01-29-2016
TOT=0.00
TX Level (Volts)=255
P-Wave Amp Gain=1443.00
Delay=80.00
Gate=52.00
Date=1/29/2016
Time=4:00:11
</PWAVE SAMPLE POINT>
<PWAVE DATA>
Time (탎),Voltage (mV)
77.76,-0.004
77.84,-0.004
77.92,-0.004
78.00,-0.004
78.08,-0.004
78.16,-0.004
78.24,-0.004
78.32,-0.004
78.40,-0.004
78.48,-0.003
78.56,-0.004
78.64,-0.004
78.72,-0.004
78.80,-0.004
78.88,-0.004
78.96,-0.004
79.04,-0.005
79.12,-0.005
79.20,-0.005
79.28,-0.005
79.36,-0.005
79.44,-0.005
79.52,-0.005
79.60,-0.005
79.68,-0.005
79.76,-0.004
79.84,-0.004
79.92,-0.004
80.00,-0.004
80.08,-0.004
80.16,-0.004
80.24,-0.004
80.32,-0.004
80.40,-0.004
80.48,-0.004
80.56,-0.004
80.64,-0.003
80.72,-0.003
80.80,-0.004
80.88,-0.004
80.96,-0.004
81.04,-0.004
81.12,-0.004
81.20,-0.004
81.28,-0.004
81.36,-0.004
81.44,-0.004
81.52,-0.004
81.60,-0.004
81.68,-0.004
81.76,-0.004
81.84,-0.004
81.92,-0.004
82.00,-0.003
82.08,-0.003
82.16,-0.004
82.24,-0.004
82.32,-0.003
82.40,-0.003
82.48,-0.004
82.56,-0.004
82.64,-0.004
82.72,-0.004
82.80,-0.004
82.88,-0.004
82.96,-0.004
83.04,-0.003
83.12,-0.003
83.20,-0.004
83.28,-0.003
83.36,-0.004
83.44,-0.004
83.52,-0.003
83.60,-0.003
83.68,-0.003
83.76,-0.003
83.84,-0.003
83.92,-0.003
84.00,-0.002
84.08,-0.003
84.16,-0.002
84.24,-0.003
84.32,-0.002
84.40,-0.003
84.48,-0.003
84.56,-0.002
84.64,-0.003
84.72,-0.003
84.80,-0.003
84.88,-0.003
84.96,-0.003
85.04,-0.003
85.12,-0.003
85.20,-0.003
85.28,-0.003
85.36,-0.003
85.44,-0.003
85.52,-0.004
85.60,-0.004
85.68,-0.004
85.76,-0.004
85.84,-0.004
85.92,-0.004
86.00,-0.004
86.08,-0.004
86.16,-0.004
86.24,-0.004
86.32,-0.004
86.40,-0.004
86.48,-0.004
86.56,-0.004
86.64,-0.003
86.72,-0.003
86.80,-0.003
86.88,-0.003
86.96,-0.003
87.04,-0.003
87.12,-0.004
87.20,-0.004
87.28,-0.004
87.36,-0.004
87.44,-0.004
87.52,-0.004
87.60,-0.004
87.68,-0.004
87.76,-0.004
87.84,-0.004
87.92,-0.004
88.00,-0.005
88.08,-0.004
88.16,-0.004
88.24,-0.004
88.32,-0.004
88.40,-0.004
88.48,-0.004
88.56,-0.004
88.64,-0.004
88.72,-0.004
88.80,-0.004
88.88,-0.004
88.96,-0.004
89.04,-0.004
89.12,-0.004
89.20,-0.004
89.28,-0.004
89.36,-0.004
89.44,-0.004
89.52,-0.004
89.60,-0.004
89.68,-0.004
89.76,-0.004
89.84,-0.004
89.92,-0.004
90.00,-0.004
90.08,-0.004
90.16,-0.004
90.24,-0.004
90.32,-0.003
90.40,-0.003
90.48,-0.004
90.56,-0.003
90.64,-0.003
90.72,-0.003
90.80,-0.003
90.88,-0.003
90.96,-0.003
91.04,-0.003
91.12,-0.003
91.20,-0.003
91.28,-0.003
91.36,-0.004
91.44,-0.004
91.52,-0.004
91.60,-0.003
91.68,-0.003
91.76,-0.003
91.84,-0.003
91.92,-0.003
92.00,-0.003
92.08,-0.003
92.16,-0.003
92.24,-0.003
92.32,-0.003
92.40,-0.004
92.48,-0.003
92.56,-0.003
92.64,-0.004
92.72,-0.004
92.80,-0.004
92.88,-0.003
92.96,-0.003
93.04,-0.003
93.12,-0.003
93.20,-0.003
93.28,-0.003
93.36,-0.003
93.44,-0.003
93.52,-0.003
93.60,-0.003
93.68,-0.003
93.76,-0.003
93.84,-0.003
93.92,-0.003
94.00,-0.003
94.08,-0.003
94.16,-0.003
94.24,-0.003
94.32,-0.003
94.40,-0.003
94.48,-0.003
94.56,-0.003
94.64,-0.003
94.72,-0.003
94.80,-0.003
94.88,-0.003
94.96,-0.003
95.04,-0.003
95.12,-0.004
95.20,-0.004
95.28,-0.004
95.36,-0.004
95.44,-0.004
95.52,-0.005
95.60,-0.005
95.68,-0.006
95.76,-0.006
95.84,-0.006
95.92,-0.006
96.00,-0.007
96.08,-0.007
96.16,-0.008
96.24,-0.008
96.32,-0.008
96.40,-0.008
96.48,-0.009
96.56,-0.009
96.64,-0.009
96.72,-0.010
96.80,-0.009
96.88,-0.010
96.96,-0.010
97.04,-0.011
97.12,-0.011
97.20,-0.012
97.28,-0.012
97.36,-0.012
97.44,-0.012
97.52,-0.012
97.60,-0.012
97.68,-0.012
97.76,-0.011
97.84,-0.011
97.92,-0.010
98.00,-0.010
98.08,-0.009
98.16,-0.008
98.24,-0.007
98.32,-0.006
98.40,-0.005
98.48,-0.004
98.56,-0.004
98.64,-0.003
98.72,-0.002
98.80,-0.001
98.88,0.000
98.96,0.001
99.04,0.002
99.12,0.003
99.20,0.005
99.28,0.006
99.36,0.007
99.44,0.008
99.52,0.009
99.60,0.010
99.68,0.010
99.76,0.011
99.84,0.012
99.92,0.013
100.00,0.013
100.08,0.014
100.16,0.013
100.24,0.014
100.32,0.013
100.40,0.013
100.48,0.012
100.56,0.012
100.64,0.011
100.72,0.009
100.80,0.008
100.88,0.007
100.96,0.005
101.04,0.004
101.12,0.003
101.20,0.002
101.28,0.000
101.36,-0.001
101.44,-0.002
101.52,-0.004
101.60,-0.005
101.68,-0.006
101.76,-0.007
101.84,-0.008
101.92,-0.009
102.00,-0.010
102.08,-0.011
102.16,-0.012
102.24,-0.012
102.32,-0.013
102.40,-0.014
102.48,-0.014
102.56,-0.014
102.64,-0.014
102.72,-0.015
102.80,-0.015
102.88,-0.014
