<PWAVE-TN336_TC38-47--638>
<PWAVE SAMPLE POINT>
Depth In Core=-63.80
Depth In Section=0.00
SBD=0.00
Core ID=TN336_TC38-47
Section Number=cal
Section Length=63.80
Comments=Core TN336_TC38-47 logged at 04:16:58 on 01-26-2016
TOT=98.17
TX Level (Volts)=113
P-Wave Amp Gain=1443.00
Delay=80.00
Gate=52.00
Date=1/26/2016
Time=4:19:06
</PWAVE SAMPLE POINT>
<PWAVE DATA>
Time (탎),Voltage (mV)
0.00,-0.004
0.08,-0.004
0.16,-0.004
0.24,-0.004
0.32,-0.004
0.40,-0.003
0.48,-0.005
0.56,0.038
0.64,0.003
0.72,-0.024
0.80,-0.029
0.88,-0.003
0.96,-0.002
1.04,-0.013
1.12,-0.026
1.20,-0.052
1.28,-0.126
1.36,-0.245
1.44,-0.346
1.52,-0.346
1.60,-0.346
1.68,-0.346
1.76,-0.346
1.84,-0.346
1.92,-0.346
2.00,-0.346
2.08,-0.346
2.16,-0.346
2.24,-0.346
2.32,-0.346
2.40,-0.346
2.48,-0.340
2.56,-0.275
2.64,-0.205
2.72,-0.165
2.80,-0.155
2.88,-0.175
2.96,-0.221
3.04,-0.274
3.12,-0.315
3.20,-0.329
3.28,-0.328
3.36,-0.314
3.44,-0.276
3.52,-0.217
3.60,-0.149
3.68,-0.078
3.76,0.003
3.84,0.095
3.92,0.179
4.00,0.274
4.08,0.335
4.16,0.344
4.24,0.344
4.32,0.344
4.40,0.344
4.48,0.344
4.56,0.344
4.64,0.344
4.72,0.344
4.80,0.344
4.88,0.344
4.96,0.344
5.04,0.344
5.12,0.344
5.20,0.344
5.28,0.344
5.36,0.344
5.44,0.344
5.52,0.344
5.60,0.344
5.68,0.342
5.76,0.332
5.84,0.316
5.92,0.297
6.00,0.280
6.08,0.264
6.16,0.249
6.24,0.234
6.32,0.220
6.40,0.207
6.48,0.195
6.56,0.184
6.64,0.173
6.72,0.163
6.80,0.154
6.88,0.145
6.96,0.137
7.04,0.129
7.12,0.122
7.20,0.115
7.28,0.108
7.36,0.102
7.44,0.095
7.52,0.089
7.60,0.083
7.68,0.077
7.76,0.071
7.84,0.065
7.92,0.060
8.00,0.055
8.08,0.050
8.16,0.045
8.24,0.041
8.32,0.036
8.40,0.032
8.48,0.029
8.56,0.025
8.64,0.021
8.72,0.018
8.80,0.015
8.88,0.012
8.96,0.010
9.04,0.007
